panel_size,rank,feature,block,gene,fold_selection_frequency
500,125,expr:SPATA4,expr,SPATA4,0.78
500,126,expr:C1orf105,expr,C1orf105,0.78
500,127,expr:TNFSF11,expr,TNFSF11,0.78
500,128,expr:ARMC3,expr,ARMC3,0.76
500,129,expr:TENT5C,expr,TENT5C,0.76
500,130,expr:CACNG1,expr,CACNG1,0.76
500,131,meth:ZNF710,meth,ZNF710,0.76
500,132,meth:PDE7B,meth,PDE7B,0.76
500,133,expr:SCN3A,expr,SCN3A,0.76
500,134,expr:RESF1,expr,RESF1,0.76
500,135,expr:NCAM2,expr,NCAM2,0.76
500,136,meth:SNORA20,meth,SNORA20,0.76
500,137,expr:GATA3,expr,GATA3,0.74
500,138,expr:ZNF92,expr,ZNF92,0.74
500,139,expr:LMO1,expr,LMO1,0.74
500,140,expr:GREB1L,expr,GREB1L,0.74
500,141,expr:TRIM45,expr,TRIM45,0.74
500,142,expr:SLC23A1,expr,SLC23A1,0.74
500,143,meth:CTTNBP2,meth,CTTNBP2,0.74
500,144,expr:CROT,expr,CROT,0.74
500,145,meth:LHX6,meth,LHX6,0.74
500,146,expr:CCL21,expr,CCL21,0.74
500,147,expr:FAM110C,expr,FAM110C,0.74
500,148,expr:ZNF552,expr,ZNF552,0.74
500,149,expr:UGCG,expr,UGCG,0.74
500,150,expr:FREM1,expr,FREM1,0.74
500,151,meth:HIST1H2BK,meth,HIST1H2BK,0.74
500,152,expr:WNT8B,expr,WNT8B,0.72
500,153,meth:SFRS13A,meth,SFRS13A,0.72
500,154,meth:CD36,meth,CD36,0.72
500,155,meth:SNORA71B,meth,SNORA71B,0.72
500,156,meth:TRPC3,meth,TRPC3,0.72
500,157,expr:KCNIP1,expr,KCNIP1,0.72
500,158,expr:ST6GALNAC6,expr,ST6GALNAC6,0.72
500,159,meth:MIR1282,meth,MIR1282,0.72
500,160,meth:TMEM200B,meth,TMEM200B,0.72
500,161,expr:LIN7A,expr,LIN7A,0.72
500,162,meth:SNORD37,meth,SNORD37,0.72
500,163,expr:RGS20,expr,RGS20,0.72
500,164,meth:NPSR1,meth,NPSR1,0.72
500,165,expr:CAP2,expr,CAP2,0.72
500,166,meth:FLT3,meth,FLT3,0.7
500,167,expr:FUZ,expr,FUZ,0.7
500,168,expr:PTPRT,expr,PTPRT,0.7
500,169,meth:LRRC17,meth,LRRC17,0.7
500,170,expr:AFAP1L2,expr,AFAP1L2,0.7
500,171,expr:TMEM26,expr,TMEM26,0.7
500,172,expr:RASGRP1,expr,RASGRP1,0.7
500,173,expr:GPM6A,expr,GPM6A,0.7
500,174,expr:ZNF649,expr,ZNF649,0.7
500,175,expr:LRRC2,expr,LRRC2,0.7
500,176,expr:SLC25A21,expr,SLC25A21,0.7
500,177,expr:CADM2,expr,CADM2,0.7
500,178,meth:MMP3,meth,MMP3,0.7
500,179,meth:GPR177,meth,GPR177,0.7
500,180,meth:MS4A6E,meth,MS4A6E,0.7
500,181,expr:HNF4G,expr,HNF4G,0.68
500,182,expr:RCOR2,expr,RCOR2,0.68
500,183,meth:HSD17B4,meth,HSD17B4,0.68
500,184,meth:C22orf28,meth,C22orf28,0.68
500,185,expr:RAB6C,expr,RAB6C,0.68
500,186,meth:FKBP1B,meth,FKBP1B,0.68
500,187,expr:TMEM215,expr,TMEM215,0.68
500,188,meth:MS4A5,meth,MS4A5,0.68
500,189,expr:NTSR1,expr,NTSR1,0.68
500,190,expr:ZNF620,expr,ZNF620,0.68
500,191,expr:ZNF652,expr,ZNF652,0.68
500,192,expr:CIB4,expr,CIB4,0.68
500,193,expr:CRYBA2,expr,CRYBA2,0.66
500,194,expr:ZNF208,expr,ZNF208,0.66
500,195,expr:PRR20G,expr,PRR20G,0.66
500,196,meth:RNASE6,meth,RNASE6,0.66
500,197,meth:KCNJ8,meth,KCNJ8,0.66
500,198,expr:NXNL2,expr,NXNL2,0.66
500,199,meth:FAM38B,meth,FAM38B,0.66
500,200,expr:KCNJ11,expr,KCNJ11,0.64
500,201,expr:LY6H,expr,LY6H,0.64
500,202,expr:TXLNB,expr,TXLNB,0.64
500,203,expr:ACSS3,expr,ACSS3,0.64
500,204,expr:OTOG,expr,OTOG,0.64
500,205,expr:NTRK3,expr,NTRK3,0.64
500,206,meth:HGF,meth,HGF,0.64
500,207,expr:IGF1R,expr,IGF1R,0.64
500,208,expr:SELP,expr,SELP,0.64
500,209,expr:C8orf37,expr,C8orf37,0.64
500,210,expr:HEATR4,expr,HEATR4,0.64
500,211,expr:BHLHE40,expr,BHLHE40,0.64
500,212,meth:CCDC57,meth,CCDC57,0.64
500,213,expr:PLEKHA6,expr,PLEKHA6,0.64
500,214,meth:PCDHB7,meth,PCDHB7,0.64
500,215,meth:OR4E2,meth,OR4E2,0.64
500,216,expr:S100A6,expr,S100A6,0.64
500,217,expr:CCDC148,expr,CCDC148,0.64
500,218,expr:CIB3,expr,CIB3,0.64
500,219,meth:NNT,meth,NNT,0.62
500,220,expr:ITM2A,expr,ITM2A,0.62
500,221,meth:ARMC4,meth,ARMC4,0.62
500,222,expr:ERICH3,expr,ERICH3,0.62
500,223,expr:OSBPL1A,expr,OSBPL1A,0.62
500,224,expr:EMP2,expr,EMP2,0.62
500,225,expr:MS4A1,expr,MS4A1,0.62
500,226,expr:KAT6B,expr,KAT6B,0.62
500,227,expr:CLDN11,expr,CLDN11,0.62
500,228,expr:AC114490.3,expr,AC114490.3,0.62
500,229,expr:IQCN,expr,IQCN,0.62
500,230,meth:MIR24-2,meth,MIR24-2,0.62
500,231,meth:CSN3,meth,CSN3,0.62
500,232,expr:TTPA,expr,TTPA,0.6
500,233,expr:CCDC173,expr,CCDC173,0.6
500,234,expr:PHLDA2,expr,PHLDA2,0.6
500,235,meth:MT1M,meth,MT1M,0.6
500,236,meth:MS4A12,meth,MS4A12,0.6
500,237,meth:JAKMIP2,meth,JAKMIP2,0.6
500,238,expr:TNN,expr,TNN,0.6
500,239,expr:SPEF2,expr,SPEF2,0.6
500,240,expr:PDE6C,expr,PDE6C,0.6
500,241,expr:SYDE2,expr,SYDE2,0.6
500,242,expr:SLC12A3,expr,SLC12A3,0.6
500,243,expr:TMEM229B,expr,TMEM229B,0.6
500,244,meth:ASAP1IT1,meth,ASAP1IT1,0.6
500,245,expr:STMND1,expr,STMND1,0.6
500,246,meth:CLRN1,meth,CLRN1,0.58
500,247,expr:IL33,expr,IL33,0.58
500,248,expr:MT-ND1,expr,MT-ND1,0.58
500,249,expr:LCN1,expr,LCN1,0.58
500,250,expr:HHIPL2,expr,HHIPL2,0.58
500,251,expr:ZNF385B,expr,ZNF385B,0.58
500,252,expr:MYBPC1,expr,MYBPC1,0.58
500,253,expr:TESK2,expr,TESK2,0.58
500,254,meth:PRKACA,meth,PRKACA,0.58
500,255,expr:SNTN,expr,SNTN,0.58
500,256,expr:ABCA10,expr,ABCA10,0.58
500,257,expr:TIPARP,expr,TIPARP,0.58
500,258,expr:S100A9,expr,S100A9,0.56
500,259,expr:CLEC17A,expr,CLEC17A,0.56
500,260,expr:KIF5C,expr,KIF5C,0.56
500,261,expr:MTHFD1L,expr,MTHFD1L,0.56
500,262,expr:C6orf141,expr,C6orf141,0.56
500,263,meth:P2RY14,meth,P2RY14,0.56
500,264,expr:SALL2,expr,SALL2,0.56
500,265,meth:SYCN,meth,SYCN,0.56
500,266,expr:MT-ATP8,expr,MT-ATP8,0.56
500,267,expr:LRRC3,expr,LRRC3,0.56
500,268,meth:PDLIM3,meth,PDLIM3,0.56
500,269,expr:EBF4,expr,EBF4,0.56
500,270,meth:MICALCL,meth,MICALCL,0.56
500,271,expr:CFAP91,expr,CFAP91,0.56
500,272,meth:CYP1B1,meth,CYP1B1,0.56
500,273,expr:AC011498.4,expr,AC011498.4,0.56
500,274,expr:RIPK3,expr,RIPK3,0.56
500,275,expr:IL12B,expr,IL12B,0.56
500,276,expr:SLC40A1,expr,SLC40A1,0.54
500,277,expr:CCDC68,expr,CCDC68,0.54
500,278,expr:EN1,expr,EN1,0.54
500,279,meth:SNORA74A,meth,SNORA74A,0.54
500,280,expr:SLC1A4,expr,SLC1A4,0.54
500,281,meth:MIR23A,meth,MIR23A,0.54
500,282,meth:SIPA1L1,meth,SIPA1L1,0.54
500,283,meth:AOC2,meth,AOC2,0.54
500,284,meth:UNKL,meth,UNKL,0.54
500,285,expr:GLRA2,expr,GLRA2,0.54
500,286,meth:ZNF238,meth,ZNF238,0.54
500,287,meth:RBM24,meth,RBM24,0.54
500,288,meth:CRYBB3,meth,CRYBB3,0.54
500,289,meth:LOC338758,meth,LOC338758,0.54
500,290,expr:GAPT,expr,GAPT,0.54
500,291,expr:IRS4,expr,IRS4,0.52
500,292,meth:GALNTL6,meth,GALNTL6,0.52
500,293,expr:ANKRD29,expr,ANKRD29,0.52
500,294,expr:KDM4B,expr,KDM4B,0.52
500,295,expr:ABCA8,expr,ABCA8,0.52
500,296,expr:SFXN2,expr,SFXN2,0.52
500,297,meth:PLEKHA6,meth,PLEKHA6,0.52
500,298,meth:USH2A,meth,USH2A,0.52
500,299,expr:PLIN5,expr,PLIN5,0.52
500,300,expr:ZNF107,expr,ZNF107,0.52
500,301,expr:NHS,expr,NHS,0.52
500,302,meth:BRF2,meth,BRF2,0.52
500,303,expr:S100A7A,expr,S100A7A,0.52
500,304,meth:CPA6,meth,CPA6,0.52
500,305,expr:SRARP,expr,SRARP,0.52
500,306,meth:MIR30E,meth,MIR30E,0.52
500,307,expr:NPIPB3,expr,NPIPB3,0.5
500,308,meth:UNC93B1,meth,UNC93B1,0.5
500,309,expr:MT-ND4L,expr,MT-ND4L,0.5
500,310,meth:SOBP,meth,SOBP,0.5
500,311,expr:ZNF577,expr,ZNF577,0.5
500,312,expr:EXOC6,expr,EXOC6,0.5
500,313,expr:MPP7,expr,MPP7,0.5
500,314,expr:CABCOCO1,expr,CABCOCO1,0.5
500,315,meth:SPINK7,meth,SPINK7,0.5
500,316,expr:SGK3,expr,SGK3,0.5
500,317,expr:AJM1,expr,AJM1,0.5
500,318,meth:C1orf180,meth,C1orf180,0.5
500,319,expr:CDH7,expr,CDH7,0.5
500,320,expr:LRGUK,expr,LRGUK,0.5
500,321,meth:IL17REL,meth,IL17REL,0.5
500,322,expr:DNALI1,expr,DNALI1,0.5
500,323,expr:PRIMA1,expr,PRIMA1,0.5
500,324,expr:ADM,expr,ADM,0.5
500,325,expr:NPIPB4,expr,NPIPB4,0.5
500,326,expr:ST6GALNAC4,expr,ST6GALNAC4,0.48
500,327,meth:FAM124B,meth,FAM124B,0.48
500,328,expr:TPRG1,expr,TPRG1,0.48
500,329,meth:MIR27A,meth,MIR27A,0.48
500,330,expr:MICB,expr,MICB,0.48
500,331,expr:CFAP43,expr,CFAP43,0.48
500,332,expr:NR5A2,expr,NR5A2,0.48
500,333,expr:KLF2,expr,KLF2,0.48
500,334,expr:FGF8,expr,FGF8,0.48
500,335,expr:DRC3,expr,DRC3,0.48
500,336,meth:FBLN7,meth,FBLN7,0.48
500,337,meth:SLC13A1,meth,SLC13A1,0.48
500,338,meth:C15orf50,meth,C15orf50,0.48
500,339,meth:C6orf191,meth,C6orf191,0.48
500,340,expr:ABAT,expr,ABAT,0.48
500,341,meth:TAS2R16,meth,TAS2R16,0.46
500,342,expr:AASS,expr,AASS,0.46
500,343,meth:LOC647121,meth,LOC647121,0.46
500,344,expr:THSD4,expr,THSD4,0.46
500,345,expr:RIPPLY1,expr,RIPPLY1,0.46
500,346,meth:ADHFE1,meth,ADHFE1,0.46
500,347,expr:EIF4EBP1,expr,EIF4EBP1,0.46
500,348,meth:FAM129A,meth,FAM129A,0.46
500,349,expr:GSTM5,expr,GSTM5,0.46
500,350,expr:SAMD12,expr,SAMD12,0.46
500,351,expr:L1CAM,expr,L1CAM,0.46
500,352,expr:FAM214A,expr,FAM214A,0.46
500,353,meth:C1QTNF3,meth,C1QTNF3,0.46
500,354,expr:PROX2,expr,PROX2,0.46
500,355,meth:CARD9,meth,CARD9,0.46
500,356,expr:MAFA,expr,MAFA,0.46
500,357,expr:CLRN1,expr,CLRN1,0.46
500,358,expr:GPR27,expr,GPR27,0.46
500,359,expr:XBP1,expr,XBP1,0.46
500,360,expr:AP001931.2,expr,AP001931.2,0.46
500,361,expr:ZNF257,expr,ZNF257,0.46
500,362,expr:RAET1L,expr,RAET1L,0.46
500,363,expr:TTC23L,expr,TTC23L,0.46
500,364,meth:CMTM3,meth,CMTM3,0.44
500,365,expr:AMBP,expr,AMBP,0.44
500,366,meth:LHFPL5,meth,LHFPL5,0.44
500,367,meth:CLIC6,meth,CLIC6,0.44
500,368,expr:TDRD5,expr,TDRD5,0.44
500,369,meth:HDGFRP3,meth,HDGFRP3,0.44
500,370,expr:ABO,expr,ABO,0.44
500,371,meth:C9orf131,meth,C9orf131,0.44
500,372,meth:CALML5,meth,CALML5,0.44
500,373,expr:HSPA2,expr,HSPA2,0.44
500,374,expr:IL20RA,expr,IL20RA,0.44
500,375,expr:SIDT1,expr,SIDT1,0.44
500,376,expr:C1orf127,expr,C1orf127,0.44
500,377,expr:FIBCD1,expr,FIBCD1,0.44
500,378,expr:C17orf58,expr,C17orf58,0.44
500,379,meth:HEY2,meth,HEY2,0.44
500,380,expr:ARHGAP8,expr,ARHGAP8,0.44
500,381,expr:ARHGEF6,expr,ARHGEF6,0.44
500,382,expr:IGSF10,expr,IGSF10,0.44
500,383,meth:MIR942,meth,MIR942,0.44
500,384,expr:ZNF676,expr,ZNF676,0.42
500,385,meth:OPN1SW,meth,OPN1SW,0.42
500,386,expr:ACSM2A,expr,ACSM2A,0.42
500,387,meth:TARP,meth,TARP,0.42
500,388,expr:A2ML1,expr,A2ML1,0.42
500,389,expr:ZNF528,expr,ZNF528,0.42
500,390,expr:PLEKHH1,expr,PLEKHH1,0.42
500,391,expr:PKIA,expr,PKIA,0.42
500,392,meth:RHBDL3,meth,RHBDL3,0.42
500,393,expr:CCDC152,expr,CCDC152,0.42
500,394,meth:QRFP,meth,QRFP,0.42
500,395,expr:AQP4,expr,AQP4,0.42
500,396,expr:N4BP2L1,expr,N4BP2L1,0.42
500,397,meth:ME3,meth,ME3,0.42
500,398,expr:PDCD4,expr,PDCD4,0.42
500,399,expr:MSI2,expr,MSI2,0.42
500,400,expr:SERPINA5,expr,SERPINA5,0.42
500,401,expr:BPIFB4,expr,BPIFB4,0.42
500,402,meth:LOC220930,meth,LOC220930,0.42
500,403,meth:DDN,meth,DDN,0.42
500,404,expr:SPTSSB,expr,SPTSSB,0.42
500,405,expr:MAGEE1,expr,MAGEE1,0.42
500,406,meth:BZW1L1,meth,BZW1L1,0.42
500,407,expr:AC015802.6,expr,AC015802.6,0.42
500,408,expr:CHST6,expr,CHST6,0.4
500,409,expr:TUBA3D,expr,TUBA3D,0.4
500,410,meth:MS4A14,meth,MS4A14,0.4
500,411,expr:CCDC65,expr,CCDC65,0.4
500,412,meth:SPINK5L3,meth,SPINK5L3,0.4
500,413,expr:VAV3,expr,VAV3,0.4
500,414,meth:STAT4,meth,STAT4,0.4
500,415,expr:GCSAM,expr,GCSAM,0.4
500,416,expr:CHST9,expr,CHST9,0.4
500,417,expr:STEAP2,expr,STEAP2,0.4
500,418,expr:GFRA1,expr,GFRA1,0.4
500,419,expr:ALDH1A2,expr,ALDH1A2,0.4
500,420,expr:DNAH11,expr,DNAH11,0.4
500,421,expr:SMARCE1,expr,SMARCE1,0.4
500,422,expr:OPN4,expr,OPN4,0.4
500,423,expr:HDGFL3,expr,HDGFL3,0.4
500,424,meth:C2orf65,meth,C2orf65,0.4
500,425,expr:SMIM14,expr,SMIM14,0.4
500,426,expr:KRT32,expr,KRT32,0.38
500,427,expr:FAM166B,expr,FAM166B,0.38
500,428,meth:NCAM2,meth,NCAM2,0.38
500,429,expr:SLC16A3,expr,SLC16A3,0.38
500,430,expr:PGR,expr,PGR,0.38
500,431,meth:CCR1,meth,CCR1,0.38
500,432,meth:SNORD117,meth,SNORD117,0.38
500,433,expr:EMCN,expr,EMCN,0.38
500,434,expr:RADX,expr,RADX,0.38
500,435,expr:SGCG,expr,SGCG,0.38
500,436,meth:C7orf65,meth,C7orf65,0.38
500,437,meth:SNORD111B,meth,SNORD111B,0.38
500,438,meth:SLC30A8,meth,SLC30A8,0.38
500,439,expr:MNS1,expr,MNS1,0.38
500,440,expr:RFX3,expr,RFX3,0.38
500,441,expr:PRLR,expr,PRLR,0.38
500,442,expr:EGR3,expr,EGR3,0.38
500,443,expr:AMPD1,expr,AMPD1,0.38
500,444,expr:NME9,expr,NME9,0.38
500,445,meth:NPPA,meth,NPPA,0.38
500,446,expr:ASIC1,expr,ASIC1,0.38
500,447,expr:STARD13,expr,STARD13,0.38
500,448,expr:ZNF610,expr,ZNF610,0.38
500,449,meth:DKK4,meth,DKK4,0.38
500,450,expr:LDLRAD3,expr,LDLRAD3,0.38
500,451,meth:ZNF642,meth,ZNF642,0.38
500,452,meth:FUZ,meth,FUZ,0.38
500,453,expr:IGLL5,expr,IGLL5,0.38
500,454,expr:FRS2,expr,FRS2,0.36
500,455,expr:OR2L13,expr,OR2L13,0.36
500,456,expr:RARA,expr,RARA,0.36
500,457,expr:DOC2B,expr,DOC2B,0.36
500,458,expr:CD1C,expr,CD1C,0.36
500,459,meth:DOCK2,meth,DOCK2,0.36
500,460,expr:ABCA5,expr,ABCA5,0.36
500,461,meth:FOXL1,meth,FOXL1,0.36
500,462,expr:RNF43,expr,RNF43,0.36
500,463,meth:EIF3IP1,meth,EIF3IP1,0.36
500,464,expr:LYST,expr,LYST,0.36
500,465,meth:SSC5D,meth,SSC5D,0.36
500,466,meth:PDILT,meth,PDILT,0.36
500,467,meth:FOXI2,meth,FOXI2,0.36
500,468,expr:RASSF9,expr,RASSF9,0.36
500,469,expr:GPR132,expr,GPR132,0.36
500,470,expr:PRRT1B,expr,PRRT1B,0.36
500,471,expr:SEMA3E,expr,SEMA3E,0.36
500,472,expr:C5orf46,expr,C5orf46,0.36
500,473,meth:JAM2,meth,JAM2,0.36
500,474,meth:ABCA1,meth,ABCA1,0.36
500,475,expr:QRFP,expr,QRFP,0.36
500,476,expr:FAM161A,expr,FAM161A,0.36
500,477,expr:SLC9C1,expr,SLC9C1,0.36
500,478,expr:SPRED2,expr,SPRED2,0.34
500,479,meth:ECHDC1,meth,ECHDC1,0.34
500,480,expr:FCRL3,expr,FCRL3,0.34
500,481,meth:TRPC6,meth,TRPC6,0.34
500,482,expr:SYNPO2,expr,SYNPO2,0.34
500,483,expr:SYBU,expr,SYBU,0.34
500,484,expr:TCF7L2,expr,TCF7L2,0.34
500,485,expr:HHIP,expr,HHIP,0.34
500,486,expr:SYTL4,expr,SYTL4,0.34
500,487,expr:CCL19,expr,CCL19,0.34
500,488,meth:TMEM229A,meth,TMEM229A,0.34
500,489,meth:GCET2,meth,GCET2,0.34
500,490,expr:LONRF2,expr,LONRF2,0.34
500,491,expr:KCNH8,expr,KCNH8,0.34
500,492,expr:LRIG1,expr,LRIG1,0.34
500,493,meth:BLMH,meth,BLMH,0.34
500,494,expr:LRRC37A2,expr,LRRC37A2,0.34
500,495,meth:RBP2,meth,RBP2,0.34
500,496,expr:PAK5,expr,PAK5,0.34
500,497,expr:EN2,expr,EN2,0.34
500,498,meth:LOC643923,meth,LOC643923,0.34
500,499,meth:ANGPTL2,meth,ANGPTL2,0.34
500,500,expr:FSCN1,expr,FSCN1,0.34
