feature,block,mean_abs_shap,folds_selected,selection_frequency
meth:PRG3,methylation,0.0019777428824454546,4,0.08
expr:KCNN4,expression,0.0019770073736759108,18,0.36
expr:IL1B,expression,0.0019763887394219637,1,0.02
meth:KLF7,methylation,0.0019759219721890986,24,0.48
meth:C7orf65,methylation,0.0019756614541014037,36,0.72
expr:ZNF100,expression,0.001975568748700122,15,0.3
expr:PSEN2,expression,0.001974121667444706,4,0.08
expr:ZNF620,expression,0.001973123156598636,49,0.98
meth:GAL3ST2,methylation,0.0019727801836486305,31,0.62
meth:RNU86,methylation,0.001970121104802404,14,0.28
meth:SPRR2F,methylation,0.0019695659367633717,21,0.42
expr:GADD45B,expression,0.0019676905125379563,5,0.1
meth:PHF21B,methylation,0.001966634066775441,10,0.2
meth:GNAO1,methylation,0.00196503328957728,7,0.14
expr:PKP2,expression,0.0019636177099668062,13,0.26
expr:ABHD1,expression,0.001963291086472704,7,0.14
expr:S100A7A,expression,0.0019624753850107286,46,0.92
meth:MTVR2,methylation,0.0019622775408524003,22,0.44
meth:C11orf92,methylation,0.0019621322945957737,7,0.14
meth:KIAA1549,methylation,0.001958457132180532,9,0.18
expr:PAX5,expression,0.0019571625024956815,17,0.34
meth:C1orf96,methylation,0.0019515478052198887,8,0.16
expr:PLAAT1,expression,0.0019502407974667018,9,0.18
expr:DPYSL4,expression,0.001949252386111766,20,0.4
meth:GLT1D1,methylation,0.001948227034881711,10,0.2
expr:DUOXA1,expression,0.0019477604489241327,7,0.14
expr:LRRC4C,expression,0.0019476076122373343,33,0.66
expr:KRTAP5-8,expression,0.0019461565340558689,12,0.24
expr:DLG5,expression,0.0019458802698037207,22,0.44
meth:STRN4,methylation,0.00194412920003136,12,0.24
expr:RTKN2,expression,0.001943836105056107,2,0.04
expr:LINC00634,expression,0.0019414356444031,10,0.2
meth:CYP26B1,methylation,0.0019410260254517197,5,0.1
expr:SLC22A11,expression,0.0019394383594697835,49,0.98
meth:ADCY4,methylation,0.0019348524666080872,15,0.3
expr:DUSP26,expression,0.0019327123882248998,4,0.08
expr:ANGPTL4,expression,0.001927869548972953,29,0.58
meth:SLC13A1,methylation,0.001925818776919883,47,0.94
meth:AKR1C2,methylation,0.0019248878029016355,11,0.22
expr:RAMP2,expression,0.0019232135798249925,14,0.28
meth:NGFR,methylation,0.0019229142926633358,3,0.06
expr:AC138969.1,expression,0.001922787374791664,37,0.74
expr:CCDC68,expression,0.0019216876741362892,48,0.96
meth:TRPC6,methylation,0.001919989025918767,40,0.8
meth:ST6GALNAC6,methylation,0.00191883445950225,12,0.24
expr:KLRF2,expression,0.001918091843633548,23,0.46
expr:DOCK10,expression,0.00191450584679842,8,0.16
expr:AC136428.1,expression,0.0019137227597335975,3,0.06
expr:FAXDC2,expression,0.0019094134470270504,21,0.42
expr:RAC2,expression,0.001908627524971962,5,0.1
meth:SLC4A8,methylation,0.0019080204323732427,28,0.56
meth:P2RY14,methylation,0.001906057938726412,45,0.9
expr:CAPN11,expression,0.001905933313537389,16,0.32
meth:SNORA71B,methylation,0.001904130853921631,49,0.98
meth:DPM2,methylation,0.0019036421707520881,15,0.3
meth:C2orf48,methylation,0.0019023061031475663,8,0.16
meth:LOC220930,methylation,0.0019000904315984563,38,0.76
expr:TXNIP,expression,0.0018995623769504683,7,0.14
expr:ADGRG4,expression,0.0018992060795426369,6,0.12
meth:HMGA2,methylation,0.001898803748190403,3,0.06
expr:HMX1,expression,0.0018975934945046902,6,0.12
expr:AMN1,expression,0.0018964925658933463,42,0.84
expr:PLAU,expression,0.0018958384171128273,3,0.06
meth:C5orf49,methylation,0.0018949071471128732,31,0.62
meth:FLJ25363,methylation,0.00189369753934443,1,0.02
meth:PCMT1,methylation,0.0018935150098210822,12,0.24
expr:SLC38A5,expression,0.0018930876394733787,2,0.04
expr:NPY,expression,0.0018921721105774243,6,0.12
meth:MIR24-2,methylation,0.0018895393103717806,47,0.94
expr:CRISPLD1,expression,0.001888534240424633,10,0.2
meth:TMPRSS11B,methylation,0.0018841805431293324,8,0.16
meth:KRTAP13-1,methylation,0.0018841392114101088,34,0.68
expr:SAG,expression,0.0018821135574184796,34,0.68
meth:DIRC3,methylation,0.0018814370036125184,5,0.1
expr:PRR5-ARHGAP8,expression,0.0018794746732885908,46,0.92
meth:TYR,methylation,0.0018787484150379896,2,0.04
meth:CRISP3,methylation,0.0018775163451209664,50,1.0
expr:AHNAK,expression,0.0018769366870401427,8,0.16
meth:OR51G1,methylation,0.0018766646971926093,2,0.04
expr:ZFP28,expression,0.0018734072024623554,6,0.12
expr:IFT140,expression,0.0018732976168394089,7,0.14
expr:SPRY1,expression,0.001871490726313953,14,0.28
meth:TSTD1,methylation,0.0018699136562645435,4,0.08
expr:SAMD13,expression,0.0018689652206376195,4,0.08
meth:CLDN10,methylation,0.0018681138574790496,13,0.26
meth:C1orf94,methylation,0.0018680471899535727,17,0.34
meth:LOC645676,methylation,0.0018675494939088821,4,0.08
expr:AMHR2,expression,0.0018675484461709857,2,0.04
expr:FUZ,expression,0.0018648509653665277,49,0.98
expr:AL590132.1,expression,0.00186445057624951,4,0.08
expr:TMEM233,expression,0.001863029319792986,2,0.04
meth:OR8U1,methylation,0.0018609423811237018,3,0.06
meth:NLRP8,methylation,0.0018600202165544033,3,0.06
meth:CNBD1,methylation,0.0018593188495807616,28,0.56
expr:MZB1,expression,0.0018585790433765699,3,0.06
meth:BEND5,methylation,0.0018569679278880357,25,0.5
meth:PTH,methylation,0.0018567540682852268,5,0.1
meth:COL11A1,methylation,0.0018547899363672033,17,0.34
expr:SOWAHA,expression,0.0018540391925183173,38,0.76
meth:MFSD1,methylation,0.0018533403053879738,1,0.02
meth:LHFP,methylation,0.001853146873569737,30,0.6
expr:STARD13,expression,0.001851947556133382,48,0.96
expr:CITED4,expression,0.0018503079708251688,9,0.18
meth:NTF3,methylation,0.0018502879538573325,8,0.16
expr:BOP1,expression,0.0018480194645235314,20,0.4
meth:C18orf26,methylation,0.001847765457473303,19,0.38
expr:PDGFC,expression,0.0018460509070957248,11,0.22
meth:TLR2,methylation,0.0018454943074966254,23,0.46
meth:SNX30,methylation,0.0018440482672303915,6,0.12
meth:TICAM2,methylation,0.0018423140237036233,13,0.26
meth:OLFM1,methylation,0.0018396017840132117,1,0.02
meth:CARD16,methylation,0.00183941051363945,2,0.04
expr:KCNQ4,expression,0.001838905046073099,15,0.3
meth:CNPY1,methylation,0.0018388306489214301,2,0.04
meth:C2orf55,methylation,0.0018385936200502329,32,0.64
meth:CBLN2,methylation,0.0018379134673436749,42,0.84
expr:TFAP2A,expression,0.0018378825188847259,40,0.8
expr:TSPAN7,expression,0.0018378466134890913,20,0.4
meth:ZNF208,methylation,0.0018367579808303465,24,0.48
meth:CHST1,methylation,0.0018366618672958934,13,0.26
expr:MSLN,expression,0.0018361424774732715,34,0.68
meth:STK31,methylation,0.0018351152539253235,1,0.02
meth:SYNGR3,methylation,0.0018341627437621355,1,0.02
meth:WSB1,methylation,0.0018337083980441093,5,0.1
expr:SETD9,expression,0.001833371744540177,19,0.38
expr:IL24,expression,0.0018327765754857582,29,0.58
meth:SLC35D3,methylation,0.0018316185288131236,25,0.5
meth:LRRC55,methylation,0.00183073740452528,25,0.5
expr:LRRC2,expression,0.0018271272491226544,49,0.98
meth:PABPC1P2,methylation,0.001826765574514866,5,0.1
meth:TERT,methylation,0.00182656804099679,8,0.16
expr:CCNG2,expression,0.0018240862060338258,50,1.0
expr:ACTL6B,expression,0.0018237661570310593,8,0.16
expr:P2RY12,expression,0.0018220109182452275,44,0.88
expr:PRR20G,expression,0.0018214305916141409,48,0.96
meth:SPINK5,methylation,0.0018210011167508183,33,0.66
meth:GRWD1,methylation,0.0018203361676289486,13,0.26
meth:FBXL21,methylation,0.0018179699046803372,14,0.28
expr:RNF157,expression,0.00181630610798796,9,0.18
expr:IL33,expression,0.0018162517008022405,48,0.96
meth:CATSPERB,methylation,0.001815382445541521,15,0.3
meth:SLC7A9,methylation,0.0018102846307946102,21,0.42
expr:TCEAL4,expression,0.0018098104434708755,6,0.12
expr:SHISAL2A,expression,0.001808770914952195,37,0.74
meth:LHFPL5,methylation,0.0018087529475096522,41,0.82
expr:HHEX,expression,0.0018081058238749391,40,0.8
expr:POTEF,expression,0.0018073903629556298,1,0.02
meth:MSL3L2,methylation,0.001805596984922886,7,0.14
expr:MMP12,expression,0.0018054185279955466,15,0.3
expr:GBGT1,expression,0.0018018238423835663,21,0.42
expr:RAB6D,expression,0.00180066111497581,5,0.1
expr:HLA-DOB,expression,0.0017997614967708404,13,0.26
expr:IL4,expression,0.0017993999800334374,15,0.3
expr:CERKL,expression,0.001799112747368567,17,0.34
expr:GPR18,expression,0.0017989306710660458,10,0.2
expr:ENHO,expression,0.0017972673522308469,2,0.04
meth:TUSC3,methylation,0.0017963390331715346,20,0.4
meth:SLC17A9,methylation,0.0017941187446316083,3,0.06
meth:GATA4,methylation,0.0017924253414902422,9,0.18
meth:UBE2E2,methylation,0.0017887725261971354,2,0.04
meth:ACP5,methylation,0.001785681233741343,22,0.44
meth:SNORD82,methylation,0.0017845032603612968,14,0.28
expr:MS4A15,expression,0.001781125546183957,43,0.86
expr:POTEH,expression,0.001780287188012153,32,0.64
expr:HORMAD1,expression,0.0017799976391389089,17,0.34
meth:LTBP1,methylation,0.001779823408772548,18,0.36
expr:EXOC6,expression,0.0017791313228520509,49,0.98
expr:NCBP2L,expression,0.0017790219224080807,41,0.82
expr:GABRG3,expression,0.0017722928896546364,1,0.02
expr:MUC20,expression,0.001772101436342512,7,0.14
expr:TUBB2A,expression,0.0017686882987618447,25,0.5
expr:IRS1,expression,0.0017685342908782117,34,0.68
expr:GPR33,expression,0.0017674597421366918,19,0.38
expr:SLC6A8,expression,0.0017665456159589572,39,0.78
meth:TUBGCP3,methylation,0.0017651998075760072,27,0.54
expr:TRIM45,expression,0.0017646897574696615,49,0.98
expr:CYB5D2,expression,0.0017630363581702113,2,0.04
meth:TGFB1I1,methylation,0.0017629596404731274,4,0.08
expr:NXN,expression,0.0017613864139370296,46,0.92
expr:LRG1,expression,0.00176128583467182,17,0.34
expr:MARCHF11,expression,0.0017602413427084684,4,0.08
meth:SCT,methylation,0.0017580021085450426,40,0.8
meth:IL17RE,methylation,0.0017570038326084614,13,0.26
meth:IL17REL,methylation,0.0017565584638052517,45,0.9
meth:EPSTI1,methylation,0.0017549894242124124,11,0.22
expr:SLC2A14,expression,0.0017549338517710567,4,0.08
expr:TCL1A,expression,0.0017540414507190387,3,0.06
expr:AC055839.2,expression,0.0017536047380417585,1,0.02
expr:SP140L,expression,0.0017525104805827141,5,0.1
expr:SLC22A10,expression,0.0017524582441323078,26,0.52
expr:TLE1,expression,0.0017518927110359074,20,0.4
expr:CRYBA1,expression,0.001750899152830243,10,0.2
expr:MYO16,expression,0.0017507586951157259,31,0.62
expr:CD160,expression,0.0017504014074802398,5,0.1
expr:THNSL2,expression,0.0017496275000407227,28,0.56
meth:LOC553137,methylation,0.001747991553404265,18,0.36
meth:NAGS,methylation,0.0017466140720485287,22,0.44
meth:C1orf204,methylation,0.001746449212078005,4,0.08
expr:DBNDD2,expression,0.0017432383028790355,10,0.2
meth:LOC100129534,methylation,0.0017431703994848899,7,0.14
expr:BDP1,expression,0.0017428906238637866,25,0.5
meth:ENPP2,methylation,0.001742814783938229,16,0.32
expr:SEMA4A,expression,0.0017390866996720433,4,0.08
meth:PCDHGB1,methylation,0.001738333748653531,5,0.1
meth:NFIB,methylation,0.0017356877215206623,8,0.16
expr:LHX1,expression,0.0017334527980822783,13,0.26
meth:KRT4,methylation,0.0017332432325929403,2,0.04
expr:WNT9B,expression,0.0017325235530734062,3,0.06
expr:CAPSL,expression,0.0017312030928830306,3,0.06
meth:EMP1,methylation,0.001728943510291477,6,0.12
meth:VSX1,methylation,0.0017280981450437985,29,0.58
expr:PHYHD1,expression,0.00172755712022384,3,0.06
meth:SLA2,methylation,0.0017264422494918108,2,0.04
expr:EBF4,expression,0.001726343622673691,48,0.96
expr:CDK14,expression,0.0017254747217521071,10,0.2
expr:B3GNT4,expression,0.0017247324576601386,50,1.0
meth:DCLK3,methylation,0.001724332757294178,10,0.2
expr:GBX2,expression,0.001723859923414796,31,0.62
meth:B4GALNT1,methylation,0.001723086625133874,32,0.64
meth:TRAPPC3,methylation,0.0017207497954726792,13,0.26
meth:ARL10,methylation,0.0017204252653755248,24,0.48
meth:HSPB7,methylation,0.0017168402915731782,21,0.42
expr:ACSM3,expression,0.0017149879975477233,25,0.5
expr:DSG2,expression,0.0017149539574259712,31,0.62
meth:SNORD10,methylation,0.001712296918338659,49,0.98
expr:NDRG2,expression,0.0017120269023709828,9,0.18
expr:MSX2,expression,0.0017114779240308474,26,0.52
expr:TMEM88B,expression,0.0017114019331832726,3,0.06
expr:VWA2,expression,0.001711248319932363,36,0.72
expr:TRERF1,expression,0.0017043632299949725,6,0.12
meth:CCDC68,methylation,0.0017021998452643554,6,0.12
expr:SULF2,expression,0.001702120085246861,5,0.1
meth:ATG9B,methylation,0.001699619897408411,8,0.16
expr:ZFAND4,expression,0.0016983217792585492,10,0.2
expr:LRTM2,expression,0.0016982260858640075,2,0.04
expr:SCD5,expression,0.0016969363059615716,8,0.16
meth:PLXDC2,methylation,0.0016959133522155194,26,0.52
expr:ADH1C,expression,0.0016927546123042703,10,0.2
expr:OLIG1,expression,0.001692398402762289,24,0.48
expr:TMEM59L,expression,0.001691604615189135,1,0.02
expr:RARA,expression,0.0016900781368793443,43,0.86
expr:MEOX1,expression,0.0016899963658353364,37,0.74
expr:SLC24A2,expression,0.0016874286734188597,15,0.3
expr:CABCOCO1,expression,0.0016865074733742609,49,0.98
meth:TMEM100,methylation,0.001685958239249885,2,0.04
expr:TCEAL7,expression,0.001685527000768945,29,0.58
expr:ANKRD2,expression,0.0016853285487741232,2,0.04
meth:CCNJL,methylation,0.0016853257010762508,13,0.26
expr:ZNF132,expression,0.0016823573839954203,36,0.72
meth:ESPNL,methylation,0.0016819574674101251,19,0.38
meth:OR51A2,methylation,0.0016819412953087262,7,0.14
expr:METTL11B,expression,0.0016771801747381687,6,0.12
meth:AGXT,methylation,0.001676787340425347,19,0.38
expr:ARL9,expression,0.001673773381575618,46,0.92
meth:EBF4,methylation,0.001672989773479375,11,0.22
meth:KIAA1875,methylation,0.0016726048197597265,13,0.26
meth:ZBTB43,methylation,0.0016725344272951286,3,0.06
expr:MEP1B,expression,0.0016706532333046198,1,0.02
expr:CLEC2D,expression,0.0016689039184711874,36,0.72
expr:CASZ1,expression,0.00166293477492505,19,0.38
expr:DMGDH,expression,0.001662502996623516,10,0.2
meth:FGFBP2,methylation,0.0016585784915757055,15,0.3
expr:SCART1,expression,0.0016582590537740196,47,0.94
meth:TRYX3,methylation,0.0016578353242948651,1,0.02
expr:ADAMTS8,expression,0.001655462763586041,46,0.92
meth:SLC25A34,methylation,0.001654878624581865,7,0.14
expr:FGF10,expression,0.0016544654965400696,5,0.1
meth:INSL6,methylation,0.0016544499667361379,12,0.24
expr:KLHL5,expression,0.0016537790031482776,30,0.6
meth:YPEL4,methylation,0.0016535443460775746,9,0.18
meth:PADI3,methylation,0.001653141885374983,6,0.12
meth:SDPR,methylation,0.001651352402404882,12,0.24
expr:CYP4F11,expression,0.0016511567577254028,40,0.8
expr:TENT5C,expression,0.0016474652802571654,50,1.0
meth:ANXA13,methylation,0.0016456570476293564,5,0.1
expr:CALB2,expression,0.0016450381837785244,10,0.2
expr:ASGR1,expression,0.001644399327536424,6,0.12
meth:SELE,methylation,0.0016443788145597165,26,0.52
meth:SNORA80,methylation,0.0016430673034240801,6,0.12
meth:C10orf82,methylation,0.0016410768662086304,17,0.34
meth:ALX1,methylation,0.001640970069274772,16,0.32
expr:TMEM64,expression,0.001637818873859942,6,0.12
expr:RIPOR2,expression,0.0016375802965326743,33,0.66
expr:HOMER2,expression,0.0016374914973442043,7,0.14
expr:RDM1,expression,0.0016368550048874958,7,0.14
meth:ALS2CR12,methylation,0.0016365959236281924,8,0.16
expr:SAPCD2,expression,0.001635365977158977,18,0.36
expr:PLEKHF2,expression,0.0016340915833345869,11,0.22
expr:SLC9C1,expression,0.0016339826035416788,45,0.9
meth:SLC26A1,methylation,0.001632206988605586,11,0.22
expr:ICA1L,expression,0.001630965493926097,41,0.82
meth:FAM129A,methylation,0.0016303117050685816,45,0.9
expr:SLC4A1,expression,0.0016285304445773363,1,0.02
expr:ASPN,expression,0.0016271729022264481,5,0.1
meth:TRPC1,methylation,0.0016266856621950864,25,0.5
meth:DDX25,methylation,0.0016260985285043716,3,0.06
expr:SCGB2B2,expression,0.001625120872631669,19,0.38
expr:TXNDC16,expression,0.0016248148604063317,8,0.16
expr:NEDD9,expression,0.0016239702876191587,20,0.4
meth:CCDC106,methylation,0.0016236037481576204,8,0.16
meth:PVT1,methylation,0.0016215417999774218,7,0.14
expr:KIRREL3,expression,0.0016211406817953837,19,0.38
expr:PCNX2,expression,0.0016208675224334002,1,0.02
meth:WFDC2,methylation,0.0016180570892174728,8,0.16
expr:MYSM1,expression,0.0016163508440109177,18,0.36
meth:P2RY13,methylation,0.001616112782357959,32,0.64
expr:NDUFV2,expression,0.001614675511941747,43,0.86
expr:CERS6,expression,0.00161418564883726,14,0.28
meth:COLQ,methylation,0.001612607276112568,41,0.82
expr:OSGIN1,expression,0.0016120310872793197,5,0.1
meth:SNX18,methylation,0.0016101153989977858,27,0.54
meth:RBMXL2,methylation,0.00160981307271868,2,0.04
meth:CCDC37,methylation,0.0016071892605395988,20,0.4
meth:KRT19,methylation,0.001606411300599575,13,0.26
expr:KDM4B,expression,0.001606176044240746,49,0.98
meth:DNAJC6,methylation,0.0016038566633748512,27,0.54
expr:ANK3,expression,0.0016021816250444813,44,0.88
expr:MYCT1,expression,0.0016016265310879265,28,0.56
expr:CPEB4,expression,0.001600148156285286,12,0.24
expr:ERICH3,expression,0.0015996700070788894,49,0.98
expr:F7,expression,0.0015993782435543835,8,0.16
meth:BCAT2,methylation,0.0015982441836968064,2,0.04
meth:SSTR4,methylation,0.0015959208831191063,7,0.14
expr:EVL,expression,0.001595552700261275,9,0.18
meth:LCNL1,methylation,0.0015950797125697136,5,0.1
expr:SLC27A2,expression,0.001594353221460349,18,0.36
expr:RGS7,expression,0.0015937374638659613,14,0.28
meth:LOC645323,methylation,0.0015934548761887366,34,0.68
expr:HOXC12,expression,0.001592337464292844,6,0.12
expr:NXNL2,expression,0.001588162388652563,50,1.0
meth:MTPAP,methylation,0.0015867839101701975,50,1.0
meth:IFFO1,methylation,0.0015860821253487042,7,0.14
expr:RADX,expression,0.0015823523508293963,41,0.82
meth:MICAL2,methylation,0.0015822417102754117,5,0.1
expr:CACNA1D,expression,0.001582072852179408,50,1.0
meth:DAO,methylation,0.001582063178324865,9,0.18
expr:METTL7A,expression,0.0015801175946502813,28,0.56
expr:LRRIQ1,expression,0.001579071639287399,41,0.82
meth:ATP6V0A4,methylation,0.0015789978206157684,2,0.04
expr:KLRC1,expression,0.0015760179609060287,15,0.3
meth:TRIM65,methylation,0.0015752564547309542,34,0.68
meth:PYDC1,methylation,0.0015747003490105271,1,0.02
expr:PCDHB9,expression,0.0015735055009524028,12,0.24
meth:SGCB,methylation,0.0015728034278643982,28,0.56
expr:ABCA5,expression,0.0015724924147513736,46,0.92
expr:AOC2,expression,0.001572204116003021,23,0.46
expr:IGFLR1,expression,0.0015704926336184144,2,0.04
meth:SERPINC1,methylation,0.001569828985688778,13,0.26
meth:SOD3,methylation,0.0015694620669819415,2,0.04
meth:PPIE,methylation,0.001565703989139625,7,0.14
meth:MIR34A,methylation,0.0015652544437519584,12,0.24
expr:SH3BGRL2,expression,0.0015643672086298466,6,0.12
expr:TTC24,expression,0.0015640558674931526,5,0.1
expr:KLF7,expression,0.0015638662423173497,42,0.84
meth:COLEC10,methylation,0.0015619060141034424,8,0.16
meth:ADNP,methylation,0.0015609993606631178,4,0.08
meth:C12orf39,methylation,0.0015601357021792369,22,0.44
expr:KLLN,expression,0.0015599250186686263,33,0.66
expr:PLAAT4,expression,0.0015582915227973788,41,0.82
expr:ARHGEF26,expression,0.0015562659376882949,20,0.4
expr:SETBP1,expression,0.0015560706893285347,43,0.86
expr:STAG3,expression,0.0015557306024300702,17,0.34
meth:MIR365-2,methylation,0.0015542543409631038,39,0.78
expr:HIPK2,expression,0.0015540331692641808,18,0.36
expr:ADCY1,expression,0.001550899197657903,3,0.06
expr:BPIFA2,expression,0.0015493674436584115,8,0.16
meth:LOC401387,methylation,0.001549325625092024,32,0.64
expr:BBOF1,expression,0.0015487793702405037,41,0.82
meth:FUT4,methylation,0.0015475668541684343,37,0.74
expr:GABRQ,expression,0.0015470652189105748,25,0.5
expr:SP8,expression,0.0015468842401686641,9,0.18
expr:ZNF582,expression,0.001544901988069926,35,0.7
expr:PRRG4,expression,0.0015442042368585649,23,0.46
meth:C1orf229,methylation,0.0015441483507553737,3,0.06
meth:GRIN3A,methylation,0.0015438572503626347,5,0.1
meth:C6orf163,methylation,0.0015436022193171083,15,0.3
expr:SYNPO2,expression,0.0015412689877532262,46,0.92
expr:IGFL4,expression,0.0015397654846310616,15,0.3
expr:LDLRAD4,expression,0.0015396603266708553,12,0.24
meth:CMA1,methylation,0.001532234251499176,17,0.34
meth:TSKS,methylation,0.0015311315655708313,2,0.04
meth:SLITRK3,methylation,0.0015299707651138307,5,0.1
expr:GPR135,expression,0.0015297699865186587,16,0.32
expr:ATP6V1G2,expression,0.001529581204522401,26,0.52
expr:SLC28A1,expression,0.001527779852040112,2,0.04
expr:ZIC4,expression,0.0015262197185721663,9,0.18
meth:SNORA18,methylation,0.0015224341639421051,36,0.72
expr:SSPN,expression,0.001522037759423256,5,0.1
expr:COLQ,expression,0.001520639807550293,33,0.66
expr:SP5,expression,0.001519880723208189,13,0.26
expr:FAM166C,expression,0.0015194959317644436,6,0.12
meth:PUM2,methylation,0.0015188581543043255,40,0.8
expr:ADH1B,expression,0.0015174883948121634,27,0.54
expr:PKIB,expression,0.0015173918045302097,37,0.74
meth:SPATS1,methylation,0.001515765953809023,5,0.1
expr:LY6K,expression,0.0015155348228290677,1,0.02
meth:SPP2,methylation,0.0015131316031329334,16,0.32
meth:CRYGB,methylation,0.001512855337932706,10,0.2
expr:RTN1,expression,0.0015092075802385807,10,0.2
expr:MEIG1,expression,0.0015089335625596118,33,0.66
expr:CYBRD1,expression,0.0015063804193315182,22,0.44
meth:TNFSF4,methylation,0.001505920896306634,4,0.08
meth:FXYD4,methylation,0.0015026851615402848,24,0.48
meth:ARL4C,methylation,0.0015026415451703703,17,0.34
expr:CELSR2,expression,0.0015016842696170968,26,0.52
expr:RAI2,expression,0.0014992799548781478,50,1.0
meth:MIR886,methylation,0.001499146455898881,2,0.04
meth:LMAN1L,methylation,0.0014981910852449281,35,0.7
expr:CYP4F22,expression,0.0014954817434772848,50,1.0
meth:TRAT1,methylation,0.001495275180786848,3,0.06
expr:FRMPD2,expression,0.0014947695502390463,12,0.24
meth:MIR1266,methylation,0.0014933078177273274,25,0.5
meth:F2,methylation,0.001491447351872921,10,0.2
expr:CCND1,expression,0.0014899183259976486,31,0.62
meth:ZNF468,methylation,0.0014880350790917873,1,0.02
expr:VSTM5,expression,0.0014871943276375532,8,0.16
meth:PCDHA10,methylation,0.0014871350819400202,6,0.12
expr:SHROOM4,expression,0.0014866706915199757,6,0.12
expr:BEX4,expression,0.0014861269961469448,13,0.26
meth:GNAT1,methylation,0.0014861032444362838,6,0.12
meth:ATP4B,methylation,0.0014860912412405015,25,0.5
expr:C5orf58,expression,0.0014855233021080494,1,0.02
expr:FHL5,expression,0.0014849027308324974,6,0.12
expr:SERPINA5,expression,0.0014840353927057651,45,0.9
expr:PPBP,expression,0.0014839787215280992,13,0.26
expr:NTRK3,expression,0.0014789058826863767,50,1.0
meth:HSP90B3P,methylation,0.0014773772660798083,6,0.12
expr:ALDH6A1,expression,0.001473839995172887,23,0.46
meth:TMEM176A,methylation,0.0014724672814323144,11,0.22
meth:CHSY3,methylation,0.0014709516117970148,15,0.3
meth:C10orf53,methylation,0.0014702960136620438,17,0.34
expr:CARD9,expression,0.001468942156466453,23,0.46
meth:IDO1,methylation,0.0014687896790829573,22,0.44
meth:HMP19,methylation,0.0014683299564889499,7,0.14
meth:MIR133A2,methylation,0.0014657848992750847,14,0.28
meth:FOXE1,methylation,0.0014652859212623702,27,0.54
expr:MTMR7,expression,0.0014650394829610984,3,0.06
expr:PIEZO2,expression,0.0014613411738537252,20,0.4
expr:RERGL,expression,0.0014610468409955502,5,0.1
expr:RXFP1,expression,0.00145989409647882,10,0.2
meth:TMEM26,methylation,0.001458944719550865,28,0.56
meth:REG1B,methylation,0.0014572132689257462,3,0.06
meth:LOC645752,methylation,0.0014560256386175752,4,0.08
expr:TMEM63C,expression,0.0014555805634396772,12,0.24
meth:GCNT3,methylation,0.0014551966451108456,5,0.1
expr:ABCD2,expression,0.0014526617763164853,42,0.84
expr:SORCS1,expression,0.0014507015002891421,1,0.02
expr:GJD3,expression,0.0014501283395751987,23,0.46
expr:NEO1,expression,0.0014486632885803517,19,0.38
meth:COCH,methylation,0.0014485917054116726,2,0.04
expr:BMPR1B,expression,0.001447215521087249,12,0.24
expr:STOML3,expression,0.0014468146292793175,31,0.62
expr:S100A7,expression,0.0014459184096314204,39,0.78
meth:C10orf50,methylation,0.0014443142572417855,2,0.04
expr:ZNF676,expression,0.0014441533813900921,46,0.92
expr:CNBD2,expression,0.0014431463657981819,9,0.18
meth:PEX19,methylation,0.0014427958854607173,14,0.28
expr:ZNF610,expression,0.0014393826626474039,40,0.8
expr:STC2,expression,0.001438077362254262,50,1.0
meth:VHL,methylation,0.0014347952221416766,18,0.36
meth:C15orf23,methylation,0.0014346462602798755,13,0.26
meth:CAPN11,methylation,0.0014327347744256258,2,0.04
meth:RAPGEF4,methylation,0.001431488792502111,31,0.62
expr:GSTO2,expression,0.0014307618640908382,41,0.82
expr:SPATA4,expression,0.0014305396692361682,50,1.0
expr:CFAP53,expression,0.0014282574433040012,27,0.54
expr:GPR156,expression,0.0014268917342027028,6,0.12
expr:PGR,expression,0.0014268469982495417,49,0.98
expr:SLC7A5,expression,0.0014266054063374477,31,0.62
expr:CD1C,expression,0.0014229410417928275,44,0.88
meth:BARHL1,methylation,0.0014228538299600284,15,0.3
meth:PCDHB15,methylation,0.0014227666995591587,9,0.18
expr:SOX5,expression,0.001422378067404796,39,0.78
meth:HHIPL1,methylation,0.0014193627517670392,5,0.1
meth:PAX1,methylation,0.00141913579268889,11,0.22
expr:ZFHX2,expression,0.0014183404775143698,29,0.58
meth:ARID5A,methylation,0.001417738536153646,17,0.34
expr:RDH8,expression,0.0014164024697882788,14,0.28
meth:SST,methylation,0.0014131111092865467,6,0.12
meth:CCDC105,methylation,0.0014106686083743204,13,0.26
meth:SNORA74A,methylation,0.0014093808798255243,48,0.96
meth:LOC121952,methylation,0.0014072010293602944,5,0.1
expr:TIGD4,expression,0.0014065535700259109,12,0.24
meth:CNIH2,methylation,0.0014055620865999824,36,0.72
meth:SFRS13A,methylation,0.0014049108805400984,49,0.98
expr:OR2M4,expression,0.0014023400144651532,1,0.02
expr:CAPN8,expression,0.001401658053509891,4,0.08
meth:EML6,methylation,0.0013975834954180755,32,0.64
expr:TRIQK,expression,0.0013970675376745372,13,0.26
expr:AGTR2,expression,0.0013948445208370685,5,0.1
expr:TAS2R5,expression,0.001394515484571457,40,0.8
meth:F10,methylation,0.0013936392829886504,7,0.14
meth:C17orf107,methylation,0.00139329532210372,19,0.38
expr:COL17A1,expression,0.0013932892276595037,21,0.42
meth:C7orf53,methylation,0.0013932080008089542,5,0.1
expr:CDH15,expression,0.0013930828402711388,24,0.48
