feature,block,mean_abs_shap,folds_selected,selection_frequency
meth:SLA,methylation,0.0,1,0.02
meth:SLAIN1,methylation,0.0,0,0.0
meth:SLAMF1,methylation,0.0,0,0.0
meth:SLAMF8,methylation,0.0,0,0.0
expr:AL358113.1,expression,0.0,0,0.0
expr:AL360181.3,expression,0.0,1,0.02
expr:AL391628.1,expression,0.0,0,0.0
expr:AL391650.1,expression,0.0,0,0.0
meth:SLC17A2,methylation,0.0,0,0.0
meth:SLC17A3,methylation,0.0,0,0.0
meth:SLC17A4,methylation,0.0,0,0.0
expr:AL136531.2,expression,0.0,0,0.0
meth:SIX6,methylation,0.0,0,0.0
meth:SLC2A14,methylation,0.0,0,0.0
meth:SLC2A3,methylation,0.0,0,0.0
meth:SLC2A5,methylation,0.0,1,0.02
meth:SLC2A6,methylation,0.0,0,0.0
meth:SLC2A7,methylation,0.0,0,0.0
meth:SLC26A10,methylation,0.0,1,0.02
meth:SLC26A3,methylation,0.0,1,0.02
meth:SLC26A4,methylation,0.0,1,0.02
meth:SLC26A5,methylation,0.0,0,0.0
meth:SLC26A8,methylation,0.0,0,0.0
meth:SLC27A3,methylation,0.0,0,0.0
meth:SLC27A6,methylation,0.0,1,0.02
meth:SLC25A20,methylation,0.0,0,0.0
meth:SLC22A6,methylation,0.0,0,0.0
meth:SLC25A22,methylation,0.0,0,0.0
meth:SLC25A25,methylation,0.0,0,0.0
meth:SLC25A26,methylation,0.0,0,0.0
meth:SLC25A27,methylation,0.0,0,0.0
meth:SLC25A39,methylation,0.0,0,0.0
meth:SLC25A41,methylation,0.0,0,0.0
meth:SLC44A4,methylation,0.0,0,0.0
meth:SLC45A4,methylation,0.0,0,0.0
meth:SLC46A2,methylation,0.0,0,0.0
meth:SLC46A3,methylation,0.0,4,0.08
meth:SLC47A1,methylation,0.0,0,0.0
meth:SLC47A2,methylation,0.0,0,0.0
meth:SLC4A1,methylation,0.0,0,0.0
meth:SLC38A8,methylation,0.0,1,0.02
meth:SLC25A21,methylation,0.0,0,0.0
meth:SLC22A7,methylation,0.0,0,0.0
meth:SLC22A8,methylation,0.0,0,0.0
meth:SLC23A1,methylation,0.0,0,0.0
meth:SLC23A2,methylation,0.0,0,0.0
meth:SLC1A6,methylation,0.0,0,0.0
meth:SLC1A7,methylation,0.0,1,0.02
meth:SLC22A10,methylation,0.0,0,0.0
meth:SLC22A11,methylation,0.0,0,0.0
meth:SLC22A12,methylation,0.0,0,0.0
meth:SLC22A14,methylation,0.0,0,0.0
meth:SLC22A17,methylation,0.0,0,0.0
meth:SLC22A2,methylation,0.0,0,0.0
meth:SLC17A6,methylation,0.0,1,0.02
meth:SLC2A10,methylation,0.0,0,0.0
meth:SLC18A2,methylation,0.0,0,0.0
meth:SLC19A3,methylation,0.0,0,0.0
meth:SLC1A2,methylation,0.0,0,0.0
meth:SLC1A3,methylation,0.0,0,0.0
meth:SLC2A9,methylation,0.0,0,0.0
meth:SLC30A10,methylation,0.0,0,0.0
meth:SLC30A2,methylation,0.0,0,0.0
meth:SLC30A3,methylation,0.0,0,0.0
meth:SLC31A2,methylation,0.0,0,0.0
meth:SLC32A1,methylation,0.0,0,0.0
meth:SLC34A1,methylation,0.0,4,0.08
meth:SLC34A2,methylation,0.0,0,0.0
meth:SLC28A1,methylation,0.0,0,0.0
meth:SLC29A3,methylation,0.0,0,0.0
meth:SLC17A7,methylation,0.0,0,0.0
meth:VCAN,methylation,0.0,0,0.0
meth:WASF3,methylation,0.0,0,0.0
meth:WASH2P,methylation,0.0,0,0.0
meth:WBP11P1,methylation,0.0,0,0.0
meth:WBP2NL,methylation,0.0,0,0.0
meth:WBSCR17,methylation,0.0,0,0.0
meth:WDFY1,methylation,0.0,1,0.02
meth:WDFY4,methylation,0.0,0,0.0
meth:WDR17,methylation,0.0,2,0.04
meth:VWA2,methylation,0.0,0,0.0
meth:VWA3B,methylation,0.0,2,0.04
meth:VWA5B1,methylation,0.0,10,0.2
meth:VWC2,methylation,0.0,0,0.0
meth:TACR1,methylation,0.0,0,0.0
meth:VWDE,methylation,0.0,0,0.0
meth:VWF,methylation,0.0,0,0.0
meth:VSTM2L,methylation,0.0,0,0.0
meth:VSX2,methylation,0.0,1,0.02
meth:VTCN1,methylation,0.0,0,0.0
meth:VTN,methylation,0.0,0,0.0
meth:VTRNA1-1,methylation,0.0,0,0.0
meth:VTRNA1-2,methylation,0.0,0,0.0
meth:VTRNA1-3,methylation,0.0,0,0.0
meth:VWA1,methylation,0.0,0,0.0
meth:VPS37B,methylation,0.0,0,0.0
meth:VPS39,methylation,0.0,0,0.0
meth:VSIG10L,methylation,0.0,0,0.0
meth:VWC2L,methylation,0.0,0,0.0
meth:UPK3A,methylation,0.0,0,0.0
meth:UPK3B,methylation,0.0,1,0.02
meth:UQCC,methylation,0.0,0,0.0
meth:VN1R5,methylation,0.0,0,0.0
meth:VNN1,methylation,0.0,0,0.0
meth:VNN2,methylation,0.0,0,0.0
meth:VNN3,methylation,0.0,0,0.0
meth:VOPP1,methylation,0.0,0,0.0
meth:VPREB1,methylation,0.0,0,0.0
meth:VPS18,methylation,0.0,2,0.04
meth:VPS29,methylation,0.0,6,0.12
meth:VIPR1,methylation,0.0,0,0.0
meth:VIPR2,methylation,0.0,0,0.0
meth:VAX1,methylation,0.0,0,0.0
meth:VLDLR,methylation,0.0,0,0.0
meth:VMO1,methylation,0.0,0,0.0
meth:VN1R1,methylation,0.0,0,0.0
meth:VN1R4,methylation,0.0,0,0.0
meth:VGF,methylation,0.0,0,0.0
meth:VGLL2,methylation,0.0,0,0.0
meth:VHLL,methylation,0.0,0,0.0
meth:VILL,methylation,0.0,0,0.0
meth:VIM,methylation,0.0,0,0.0
meth:VIP,methylation,0.0,0,0.0
meth:VASH2,methylation,0.0,0,0.0
meth:VASN,methylation,0.0,2,0.04
meth:VAT1L,methylation,0.0,0,0.0
meth:VAV1,methylation,0.0,0,0.0
meth:VKORC1,methylation,0.0,4,0.08
expr:AC013470.2,expression,0.0,3,0.06
expr:AC025283.2,expression,0.0,0,0.0
expr:AC025287.4,expression,0.0,0,0.0
meth:WNT2,methylation,0.0,1,0.02
meth:WNT3A,methylation,0.0,1,0.02
meth:WNT5B,methylation,0.0,0,0.0
meth:WNT6,methylation,0.0,1,0.02
meth:WNT8A,methylation,0.0,0,0.0
meth:WNT8B,methylation,0.0,0,0.0
meth:WNT9A,methylation,0.0,0,0.0
meth:WISP1,methylation,0.0,0,0.0
meth:WISP2,methylation,0.0,0,0.0
meth:WISP3,methylation,0.0,0,0.0
meth:VSIG2,methylation,0.0,0,0.0
meth:WNK4,methylation,0.0,1,0.02
meth:WNT1,methylation,0.0,0,0.0
meth:WNT10B,methylation,0.0,0,0.0
meth:WFDC6,methylation,0.0,0,0.0
meth:WFDC8,methylation,0.0,1,0.02
meth:WFDC9,methylation,0.0,0,0.0
meth:WFIKKN2,methylation,0.0,0,0.0
meth:WHAMM,methylation,0.0,36,0.72
meth:WIF1,methylation,0.0,0,0.0
meth:WIPF1,methylation,0.0,2,0.04
meth:WIPF3,methylation,0.0,3,0.06
meth:WDR90,methylation,0.0,0,0.0
meth:WFDC1,methylation,0.0,8,0.16
meth:WFDC10A,methylation,0.0,4,0.08
meth:WIT1,methylation,0.0,0,0.0
meth:VSNL1,methylation,0.0,0,0.0
meth:VSTM1,methylation,0.0,0,0.0
meth:VSTM2A,methylation,0.0,0,0.0
meth:VSTM2B,methylation,0.0,0,0.0
expr:AC098850.3,expression,0.0,0,0.0
expr:AC099489.1,expression,0.0,0,0.0
expr:AC104389.5,expression,0.0,0,0.0
expr:AC108488.2,expression,0.0,0,0.0
meth:WDR67,methylation,0.0,1,0.02
meth:WDR8,methylation,0.0,0,0.0
expr:AC087632.2,expression,0.0,6,0.12
expr:AC090004.1,expression,0.0,0,0.0
expr:AC090360.1,expression,0.0,0,0.0
meth:WDR66,methylation,0.0,0,0.0
expr:AC092647.5,expression,0.0,0,0.0
expr:AC092835.1,expression,0.0,0,0.0
expr:AC097625.1,expression,0.0,1,0.02
expr:AC098650.1,expression,0.0,0,0.0
expr:AC040162.1,expression,0.0,0,0.0
expr:AC055811.2,expression,0.0,0,0.0
expr:AC068580.4,expression,0.0,0,0.0
expr:AC068831.6,expression,0.0,0,0.0
expr:AC068896.1,expression,0.0,0,0.0
expr:AC068946.1,expression,0.0,0,0.0
expr:AC072022.2,expression,0.0,3,0.06
meth:WDR49,methylation,0.0,0,0.0
meth:WDR63,methylation,0.0,0,0.0
meth:WDR64,methylation,0.0,0,0.0
expr:AC092042.3,expression,0.0,0,0.0
meth:TXNRD3IT1,methylation,0.0,0,0.0
meth:TYROBP,methylation,0.0,5,0.1
meth:TYRP1,methylation,0.0,0,0.0
meth:TYW3,methylation,0.0,0,0.0
expr:ACKR3,expression,0.0,0,0.0
expr:ACKR4,expression,0.0,0,0.0
meth:UCN2,methylation,0.0,0,0.0
meth:UCN3,methylation,0.0,7,0.14
meth:UCP2,methylation,0.0,1,0.02
expr:ACBD4,expression,0.0,2,0.04
expr:ACBD7,expression,0.0,0,0.0
expr:ACE,expression,0.0,0,0.0
expr:ACE2,expression,0.0,0,0.0
meth:UPK2,methylation,0.0,1,0.02
expr:ACER3,expression,0.0,0,0.0
expr:ACHE,expression,0.0,0,0.0
expr:ACACA,expression,0.0,1,0.02
expr:ACACB,expression,0.0,0,0.0
expr:ACAD11,expression,0.0,0,0.0
expr:ACADL,expression,0.0,0,0.0
expr:ACADS,expression,0.0,0,0.0
expr:ACAP1,expression,0.0,0,0.0
expr:ACAT2,expression,0.0,0,0.0
meth:UCN,methylation,0.0,0,0.0
expr:AC109583.1,expression,0.0,0,0.0
expr:AC112128.1,expression,0.0,0,0.0
expr:AC233723.1,expression,0.0,0,0.0
expr:AC244197.3,expression,0.0,0,0.0
expr:ACER1,expression,0.0,0,0.0
meth:TTC23,methylation,0.0,0,0.0
meth:TTC27,methylation,0.0,0,0.0
meth:UBXN10,methylation,0.0,0,0.0
meth:UBXN2A,methylation,0.0,0,0.0
meth:UBXN6,methylation,0.0,0,0.0
meth:UCA1,methylation,0.0,0,0.0
meth:UCHL1,methylation,0.0,0,0.0
meth:UCK1,methylation,0.0,0,0.0
meth:UCMA,methylation,0.0,0,0.0
meth:UBE2E3,methylation,0.0,0,0.0
meth:UBE2H,methylation,0.0,0,0.0
meth:UBE2L3,methylation,0.0,1,0.02
meth:UBE2QL1,methylation,0.0,0,0.0
meth:TXNRD2,methylation,0.0,0,0.0
meth:UBL4B,methylation,0.0,0,0.0
meth:UBLCP1,methylation,0.0,0,0.0
meth:UBQLN3,methylation,0.0,1,0.02
meth:U58,methylation,0.0,4,0.08
meth:UAP1L1,methylation,0.0,0,0.0
meth:UBA3,methylation,0.0,0,0.0
meth:UBA7,methylation,0.0,0,0.0
meth:UBASH3A,methylation,0.0,0,0.0
meth:UBASH3B,methylation,0.0,5,0.1
meth:UBD,methylation,0.0,0,0.0
meth:UBE2CBP,methylation,0.0,0,0.0
meth:TXK,methylation,0.0,0,0.0
meth:TXNDC3,methylation,0.0,0,0.0
meth:TXNRD1,methylation,0.0,0,0.0
meth:UBE2U,methylation,0.0,0,0.0
meth:UGT1A7,methylation,0.0,1,0.02
meth:UGT1A8,methylation,0.0,0,0.0
meth:UTS2,methylation,0.0,0,0.0
meth:UTS2D,methylation,0.0,0,0.0
meth:UTS2R,methylation,0.0,0,0.0
meth:VAMP2,methylation,0.0,0,0.0
meth:VAMP5,methylation,0.0,0,0.0
meth:VAMP8,methylation,0.0,0,0.0
meth:VANGL2,methylation,0.0,0,0.0
meth:VASH1,methylation,0.0,0,0.0
meth:USP39,methylation,0.0,0,0.0
meth:USP4,methylation,0.0,2,0.04
meth:USP44,methylation,0.0,0,0.0
meth:UNC45B,methylation,0.0,0,0.0
meth:USP50,methylation,0.0,0,0.0
meth:USP54,methylation,0.0,0,0.0
meth:USP6NL,methylation,0.0,0,0.0
meth:UTF1,methylation,0.0,0,0.0
meth:UQCRC1,methylation,0.0,0,0.0
meth:UQCRHL,methylation,0.0,0,0.0
meth:UROC1,methylation,0.0,0,0.0
meth:USH1C,methylation,0.0,0,0.0
meth:USH1G,methylation,0.0,0,0.0
meth:USP17L2,methylation,0.0,4,0.08
meth:USP29,methylation,0.0,1,0.02
meth:UPB1,methylation,0.0,0,0.0
meth:UPK1A,methylation,0.0,0,0.0
meth:UPK1B,methylation,0.0,1,0.02
meth:USP46,methylation,0.0,0,0.0
meth:UNC5A,methylation,0.0,0,0.0
meth:UNC5C,methylation,0.0,1,0.02
meth:UNC5CL,methylation,0.0,0,0.0
meth:UNC5D,methylation,0.0,0,0.0
meth:UNC80,methylation,0.0,0,0.0
meth:UNC93A,methylation,0.0,0,0.0
meth:UNCX,methylation,0.0,0,0.0
meth:ULBP3,methylation,0.0,0,0.0
meth:ULK2,methylation,0.0,0,0.0
meth:ULK3,methylation,0.0,0,0.0
meth:UMODL1,methylation,0.0,1,0.02
meth:UNC119,methylation,0.0,1,0.02
meth:UNC119B,methylation,0.0,0,0.0
meth:UGT1A6,methylation,0.0,0,0.0
meth:UNC13C,methylation,0.0,1,0.02
meth:UGT2A1,methylation,0.0,0,0.0
meth:UGT2A3,methylation,0.0,0,0.0
meth:UGT2B7,methylation,0.0,0,0.0
meth:UGT3A2,methylation,0.0,0,0.0
meth:UGT8,methylation,0.0,0,0.0
meth:UHRF2,methylation,0.0,0,0.0
meth:ULBP1,methylation,0.0,0,0.0
meth:ULBP2,methylation,0.0,0,0.0
meth:UCP3,methylation,0.0,0,0.0
meth:UGT1A1,methylation,0.0,0,0.0
meth:UGT1A10,methylation,0.0,0,0.0
meth:UGT1A3,methylation,0.0,0,0.0
meth:UGT1A4,methylation,0.0,11,0.22
meth:UNC13A,methylation,0.0,1,0.02
meth:ZNF354C,methylation,0.0,0,0.0
meth:ZNF358,methylation,0.0,0,0.0
meth:ZNF597,methylation,0.0,0,0.0
meth:ZNF606,methylation,0.0,0,0.0
meth:ZNF608,methylation,0.0,0,0.0
meth:ZNF614,methylation,0.0,0,0.0
meth:ZNF625,methylation,0.0,0,0.0
meth:ZNF626,methylation,0.0,0,0.0
meth:ZNF648,methylation,0.0,0,0.0
meth:ZNF572,methylation,0.0,0,0.0
meth:ZNF577,methylation,0.0,0,0.0
meth:ZNF578,methylation,0.0,0,0.0
meth:ZNF582,methylation,0.0,0,0.0
meth:WFDC10B,methylation,0.0,0,0.0
meth:ZNF585B,methylation,0.0,9,0.18
meth:ZNF586,methylation,0.0,0,0.0
meth:ZNF595,methylation,0.0,0,0.0
meth:ZNF542,methylation,0.0,1,0.02
meth:ZNF544,methylation,0.0,1,0.02
meth:ZNF550,methylation,0.0,0,0.0
meth:ZNF559,methylation,0.0,0,0.0
meth:ZNF560,methylation,0.0,0,0.0
meth:ZNF562,methylation,0.0,0,0.0
meth:ZNF569,methylation,0.0,0,0.0
meth:ZNF570,methylation,0.0,0,0.0
meth:ZNF501,methylation,0.0,0,0.0
meth:ZNF502,methylation,0.0,0,0.0
meth:ZNF503,methylation,0.0,0,0.0
meth:ZNF583,methylation,0.0,0,0.0
meth:ZNF154,methylation,0.0,0,0.0
meth:ZNF469,methylation,0.0,0,0.0
meth:ZNF471,methylation,0.0,0,0.0
meth:ZNF483,methylation,0.0,0,0.0
meth:ZNF484,methylation,0.0,0,0.0
meth:ZNF485,methylation,0.0,0,0.0
meth:ZNF491,methylation,0.0,0,0.0
meth:ZNF492,methylation,0.0,0,0.0
meth:ZNF496,methylation,0.0,0,0.0
meth:ZNF418,methylation,0.0,0,0.0
meth:ZNF423,methylation,0.0,0,0.0
meth:ZNF43,methylation,0.0,0,0.0
meth:ZNF432,methylation,0.0,2,0.04
meth:ZNF350,methylation,0.0,0,0.0
meth:ZNF454,methylation,0.0,1,0.02
meth:ZNF462,methylation,0.0,0,0.0
meth:ZNF365,methylation,0.0,0,0.0
meth:ZNF37B,methylation,0.0,0,0.0
meth:ZNF385A,methylation,0.0,0,0.0
meth:ZNF385B,methylation,0.0,0,0.0
meth:ZNF385D,methylation,0.0,1,0.02
meth:ZNF389,methylation,0.0,1,0.02
meth:ZNF391,methylation,0.0,0,0.0
meth:ZNF319,methylation,0.0,0,0.0
meth:ZNF320,methylation,0.0,0,0.0
meth:ZNF323,methylation,0.0,0,0.0
meth:ZNF329,methylation,0.0,0,0.0
meth:ZNF334,methylation,0.0,0,0.0
meth:ZNF44,methylation,0.0,0,0.0
meth:ZNF793,methylation,0.0,0,0.0
meth:ZSCAN18,methylation,0.0,0,0.0
meth:ZSCAN23,methylation,0.0,0,0.0
meth:ZSCAN4,methylation,0.0,0,0.0
meth:ZSCAN5A,methylation,0.0,0,0.0
meth:ZSCAN5B,methylation,0.0,0,0.0
meth:ZSWIM2,methylation,0.0,0,0.0
meth:ZNF761,methylation,0.0,0,0.0
meth:ZNF763,methylation,0.0,0,0.0
meth:ZNF766,methylation,0.0,0,0.0
meth:ZNF767,methylation,0.0,0,0.0
meth:ZNF772,methylation,0.0,0,0.0
meth:ZNF773,methylation,0.0,0,0.0
meth:ZNF506,methylation,0.0,0,0.0
meth:ZNF788,methylation,0.0,0,0.0
meth:ZNF714,methylation,0.0,0,0.0
meth:ZNF716,methylation,0.0,0,0.0
meth:ZNF718,methylation,0.0,0,0.0
meth:ZNF727,methylation,0.0,0,0.0
meth:ZNF732,methylation,0.0,0,0.0
meth:ZNF735,methylation,0.0,0,0.0
meth:ZNF75A,methylation,0.0,0,0.0
meth:ZNF677,methylation,0.0,0,0.0
meth:ZNF679,methylation,0.0,0,0.0
meth:ZNF681,methylation,0.0,0,0.0
meth:ZNF689,methylation,0.0,0,0.0
meth:ZNF69,methylation,0.0,0,0.0
meth:ZNF699,methylation,0.0,0,0.0
meth:ZNF781,methylation,0.0,1,0.02
meth:ZNF512,methylation,0.0,0,0.0
meth:ZNF516,methylation,0.0,0,0.0
meth:ZNF518B,methylation,0.0,0,0.0
meth:ZNF534,methylation,0.0,0,0.0
expr:ABLIM1,expression,0.0,0,0.0
expr:ABLIM2,expression,0.0,0,0.0
expr:ABLIM3,expression,0.0,0,0.0
expr:ABRA,expression,0.0,0,0.0
meth:ZNF662,methylation,0.0,0,0.0
meth:ZNF665,methylation,0.0,0,0.0
meth:ZNF667,methylation,0.0,0,0.0
expr:ABCC12,expression,0.0,0,0.0
expr:ABCG5,expression,0.0,0,0.0
meth:ZNF671,methylation,0.0,0,0.0
expr:ABHD14A-ACY1,expression,0.0,0,0.0
expr:ABHD17C,expression,0.0,0,0.0
expr:ABHD2,expression,0.0,0,0.0
expr:ABCC2,expression,0.0,1,0.02
expr:ABCC3,expression,0.0,0,0.0
expr:ABCC4,expression,0.0,0,0.0
expr:ABCC5,expression,0.0,0,0.0
expr:ABCC6,expression,0.0,0,0.0
expr:ABCC9,expression,0.0,0,0.0
expr:ABCG1,expression,0.0,0,0.0
meth:ZNF658,methylation,0.0,0,0.0
meth:ZNF660,methylation,0.0,0,0.0
expr:ABCB4,expression,0.0,2,0.04
expr:ABCB6,expression,0.0,0,0.0
expr:ABCG8,expression,0.0,0,0.0
meth:WSCD2,methylation,0.0,0,0.0
meth:WT1,methylation,0.0,0,0.0
meth:WWP2,methylation,0.0,0,0.0
meth:XAF1,methylation,0.0,0,0.0
meth:XDH,methylation,0.0,0,0.0
meth:XIRP1,methylation,0.0,0,0.0
meth:ZFPM2,methylation,0.0,0,0.0
meth:ZFR2,methylation,0.0,0,0.0
meth:ZG16,methylation,0.0,0,0.0
meth:ZG16B,methylation,0.0,0,0.0
meth:ZHX3,methylation,0.0,0,0.0
meth:ZIC1,methylation,0.0,0,0.0
meth:ZIC2,methylation,0.0,1,0.02
meth:ZNF140,methylation,0.0,0,0.0
meth:ZFHX4,methylation,0.0,0,0.0
meth:ZFP2,methylation,0.0,0,0.0
meth:ZFP28,methylation,0.0,0,0.0
meth:ZFP42,methylation,0.0,1,0.02
meth:ZFP57,methylation,0.0,0,0.0
meth:ZFP90,methylation,0.0,0,0.0
meth:ZDHHC11,methylation,0.0,1,0.02
meth:ZDHHC19,methylation,0.0,0,0.0
meth:ZDHHC22,methylation,0.0,0,0.0
meth:ZDHHC24,methylation,0.0,0,0.0
meth:ZDHHC4,methylation,0.0,0,0.0
meth:ZEB2,methylation,0.0,0,0.0
meth:ZC3H12D,methylation,0.0,0,0.0
meth:ZC3H7A,methylation,0.0,0,0.0
meth:ZFAT,methylation,0.0,0,0.0
meth:WFDC11,methylation,0.0,0,0.0
meth:WFDC12,methylation,0.0,0,0.0
meth:WFDC13,methylation,0.0,0,0.0
meth:WFDC5,methylation,0.0,0,0.0
meth:ZBTB16,methylation,0.0,0,0.0
meth:ZBTB32,methylation,0.0,0,0.0
meth:ZBTB42,methylation,0.0,0,0.0
meth:ZBTB46,methylation,0.0,0,0.0
meth:ZBTB47,methylation,0.0,0,0.0
meth:ZBTB7C,methylation,0.0,0,0.0
meth:ZBTB8B,methylation,0.0,3,0.06
meth:ZC3H12C,methylation,0.0,0,0.0
meth:YOD1,methylation,0.0,0,0.0
meth:WNT9B,methylation,0.0,2,0.04
meth:ZAN,methylation,0.0,0,0.0
meth:ZAP70,methylation,0.0,0,0.0
meth:ZAR1,methylation,0.0,0,0.0
meth:ZBBX,methylation,0.0,0,0.0
meth:ZBED2,methylation,0.0,0,0.0
meth:ZBP1,methylation,0.0,0,0.0
meth:XIRP2,methylation,0.0,0,0.0
meth:XKR5,methylation,0.0,0,0.0
meth:XKR6,methylation,0.0,0,0.0
meth:XKR7,methylation,0.0,0,0.0
meth:XPNPEP1,methylation,0.0,0,0.0
meth:XPOT,methylation,0.0,0,0.0
meth:XYLT1,methylation,0.0,0,0.0
meth:YJEFN3,methylation,0.0,0,0.0
meth:ZACN,methylation,0.0,1,0.02
expr:AC001226.2,expression,0.0,3,0.06
expr:AC003002.2,expression,0.0,0,0.0
meth:ZNF257,methylation,0.0,0,0.0
meth:ZNF268,methylation,0.0,0,0.0
meth:ZNF280B,methylation,0.0,0,0.0
meth:ZNF287,methylation,0.0,0,0.0
meth:ZNF311,methylation,0.0,0,0.0
meth:ZNF215,methylation,0.0,0,0.0
meth:ZNF22,methylation,0.0,0,0.0
meth:ZNF223,methylation,0.0,0,0.0
meth:ZNF23,methylation,0.0,0,0.0
meth:ZNF233,methylation,0.0,0,0.0
meth:ZNF236,methylation,0.0,0,0.0
meth:ZCCHC11,methylation,0.0,0,0.0
meth:ZNF256,methylation,0.0,0,0.0
meth:ZNF155,methylation,0.0,0,0.0
meth:ZNF167,methylation,0.0,0,0.0
meth:ZNF169,methylation,0.0,4,0.08
meth:ZNF175,methylation,0.0,0,0.0
meth:ZNF177,methylation,0.0,0,0.0
meth:ZNF19,methylation,0.0,0,0.0
meth:ZNF204P,methylation,0.0,0,0.0
meth:ZNF205,methylation,0.0,0,0.0
meth:ZMAT4,methylation,0.0,0,0.0
meth:ZMYND10,methylation,0.0,2,0.04
meth:ZNF114,methylation,0.0,0,0.0
meth:ZNF132,methylation,0.0,0,0.0
meth:ZNF134,methylation,0.0,0,0.0
meth:ZNF254,methylation,0.0,0,0.0
meth:ZCCHC14,methylation,0.0,0,0.0
meth:ZCCHC7,methylation,0.0,5,0.1
meth:ZCCHC8,methylation,0.0,7,0.14
meth:ZCWPW2,methylation,0.0,0,0.0
meth:ZDBF2,methylation,0.0,0,0.0
expr:AC010325.1,expression,0.0,0,0.0
expr:AC010422.8,expression,0.0,0,0.0
expr:AC010980.1,expression,0.0,0,0.0
expr:AC011005.1,expression,0.0,0,0.0
expr:AC011448.1,expression,0.0,0,0.0
expr:AC012651.1,expression,0.0,0,0.0
meth:ZIM3,methylation,0.0,0,0.0
expr:AC008676.3,expression,0.0,0,0.0
expr:AC000093.1,expression,0.0,0,0.0
expr:AC009690.1,expression,0.0,0,0.0
expr:AC009879.3,expression,0.0,1,0.02
expr:AC010255.2,expression,0.0,0,0.0
expr:AC004076.1,expression,0.0,2,0.04
expr:AC004687.2,expression,0.0,1,0.02
expr:AC004706.3,expression,0.0,0,0.0
expr:AC005041.1,expression,0.0,0,0.0
expr:AC005324.2,expression,0.0,0,0.0
expr:AC006978.2,expression,0.0,0,0.0
expr:AC007040.2,expression,0.0,0,0.0
meth:ZIC4,methylation,0.0,0,0.0
meth:ZIC5,methylation,0.0,0,0.0
meth:ZIK1,methylation,0.0,0,0.0
meth:ZIM2,methylation,0.0,0,0.0
expr:AC008687.4,expression,0.0,0,0.0
meth:TINAGL1,methylation,0.0,0,0.0
meth:THSD4,methylation,0.0,0,0.0
meth:THSD7A,methylation,0.0,0,0.0
meth:THSD7B,methylation,0.0,0,0.0
meth:THUMPD2,methylation,0.0,0,0.0
meth:THY1,methylation,0.0,0,0.0
meth:TIAM2,methylation,0.0,0,0.0
meth:TIE1,methylation,0.0,0,0.0
meth:TIFAB,methylation,0.0,0,0.0
meth:TMEM119,methylation,0.0,0,0.0
meth:TMEM132B,methylation,0.0,0,0.0
meth:TMEM132C,methylation,0.0,0,0.0
meth:TMEM132D,methylation,0.0,0,0.0
meth:TTC22,methylation,0.0,3,0.06
meth:TMEM133,methylation,0.0,0,0.0
meth:TMEM135,methylation,0.0,0,0.0
meth:TMEFF1,methylation,0.0,0,0.0
meth:TMEM101,methylation,0.0,0,0.0
meth:TMEM105,methylation,0.0,8,0.16
meth:TMEM106A,methylation,0.0,0,0.0
meth:TMEM108,methylation,0.0,0,0.0
meth:TMEM114,methylation,0.0,0,0.0
meth:TMC2,methylation,0.0,1,0.02
meth:TMC5,methylation,0.0,1,0.02
meth:TMC6,methylation,0.0,0,0.0
meth:TMC8,methylation,0.0,2,0.04
meth:TMCC1,methylation,0.0,0,0.0
meth:TMEM132E,methylation,0.0,2,0.04
meth:TGM4,methylation,0.0,0,0.0
meth:TFEC,methylation,0.0,0,0.0
meth:TFF1,methylation,0.0,0,0.0
meth:TFF2,methylation,0.0,0,0.0
meth:TFF3,methylation,0.0,0,0.0
meth:TFPI,methylation,0.0,0,0.0
meth:TFR2,methylation,0.0,0,0.0
meth:TGFB2,methylation,0.0,1,0.02
meth:TGFB3,methylation,0.0,0,0.0
meth:TLR4,methylation,0.0,0,0.0
meth:TLR5,methylation,0.0,0,0.0
meth:TLR6,methylation,0.0,0,0.0
meth:TLR9,methylation,0.0,12,0.24
meth:TINAG,methylation,0.0,0,0.0
meth:TLX2,methylation,0.0,11,0.22
meth:TLX3,methylation,0.0,0,0.0
meth:TM4SF1,methylation,0.0,0,0.0
meth:TJAP1,methylation,0.0,5,0.1
meth:TK2,methylation,0.0,1,0.02
meth:TKT,methylation,0.0,0,0.0
meth:TKTL2,methylation,0.0,1,0.02
meth:TLE4,methylation,0.0,0,0.0
meth:TLL1,methylation,0.0,0,0.0
meth:TIGIT,methylation,0.0,0,0.0
meth:TIMD4,methylation,0.0,0,0.0
meth:TIMM13,methylation,0.0,0,0.0
meth:TIMP3,methylation,0.0,1,0.02
meth:TIMP4,methylation,0.0,0,0.0
meth:TLX1,methylation,0.0,0,0.0
meth:TMEM147,methylation,0.0,1,0.02
meth:TMEM149,methylation,0.0,0,0.0
meth:TMEM150C,methylation,0.0,0,0.0
meth:TMEM151A,methylation,0.0,0,0.0
meth:TMEM151B,methylation,0.0,0,0.0
expr:ADAMTS10,expression,0.0,0,0.0
expr:ADAMTS12,expression,0.0,0,0.0
expr:ADAMTS13,expression,0.0,0,0.0
meth:TMEM232,methylation,0.0,0,0.0
meth:TMEM233,methylation,0.0,0,0.0
meth:TMEM30B,methylation,0.0,0,0.0
meth:TMEM30C,methylation,0.0,11,0.22
expr:ADAM23,expression,0.0,1,0.02
meth:TMCC3,methylation,0.0,0,0.0
expr:ADAM32,expression,0.0,0,0.0
