feature,block,mean_abs_shap,folds_selected,selection_frequency
expr:TSPYL5,expression,0.2841816246509552,1,0.02
meth:CCL7,methylation,0.2016815805600749,45,0.9
meth:ZNF135,methylation,0.1844404637813568,1,0.02
expr:EPHA5,expression,0.17000719904899597,1,0.02
meth:SLC22A16,methylation,0.16565006971359253,1,0.02
expr:SCG2,expression,0.10705268227528515,21,0.42
meth:A2M,methylation,0.10587587207555771,1,0.02
meth:EMCN,methylation,0.10314038147528966,3,0.06
meth:MIR1295,methylation,0.10213544219732285,1,0.02
expr:VENTX,expression,0.10073249042034149,2,0.04
expr:RIMBP3,expression,0.09286349564790726,5,0.1
meth:GNA15,methylation,0.09104412297407787,3,0.06
meth:GRIP1,methylation,0.0898643719135887,27,0.54
expr:MSX1,expression,0.08874715864658356,1,0.02
expr:CADPS,expression,0.08744712185580283,16,0.32
expr:CDK5R1,expression,0.08727434638720484,39,0.78
expr:C5orf63,expression,0.08585060387849808,1,0.02
expr:SAMD11,expression,0.08570384932681918,8,0.16
expr:LRRC43,expression,0.08213527500629425,1,0.02
meth:ZNF257,methylation,0.08178599302967389,3,0.06
expr:CCDC83,expression,0.0806199461221695,1,0.02
expr:GRIK2,expression,0.08054109492028753,18,0.36
meth:KCNK1,methylation,0.07919520227704197,50,1.0
meth:MIR135A1,methylation,0.07391736693680287,5,0.1
meth:LILRA1,methylation,0.07245272397994995,2,0.04
meth:LXN,methylation,0.07162703038193285,4,0.08
expr:ANKRD18B,expression,0.06980472058057785,1,0.02
meth:FLJ40504,methylation,0.06872952142013954,26,0.52
expr:H2BU1,expression,0.06836691813077778,12,0.24
meth:NTS,methylation,0.06815213710069656,1,0.02
expr:LDLR,expression,0.06751924008131027,6,0.12
meth:HSF4,methylation,0.06666535139083862,1,0.02
expr:MAMDC4,expression,0.06400050329044461,25,0.5
meth:MRGPRX2,methylation,0.062464768067002296,2,0.04
expr:HES4,expression,0.06240355968475342,3,0.06
expr:IRX2,expression,0.06119634583592415,1,0.02
meth:GPC6,methylation,0.061184536665678024,1,0.02
expr:HYAL4,expression,0.06118192927628432,46,0.92
expr:MYH15,expression,0.05991673469543457,1,0.02
meth:SNORD116-8,methylation,0.05973813682794571,1,0.02
meth:MAMDC4,methylation,0.05966901022475213,2,0.04
meth:RNASE6,methylation,0.05951457924442366,50,1.0
expr:ERP27,expression,0.059134755788060524,30,0.6
meth:MIR570,methylation,0.05909965603612363,50,1.0
expr:TMEM181,expression,0.05884717032313347,2,0.04
meth:GPR172B,methylation,0.05880136364915719,3,0.06
meth:ALDH2,methylation,0.0580873042345047,3,0.06
meth:C12orf63,methylation,0.057237953970046794,46,0.92
expr:PCDHA3,expression,0.057206767404245004,9,0.18
meth:PM20D1,methylation,0.05694466456770897,1,0.02
expr:ANPEP,expression,0.056161075830459595,1,0.02
expr:PNMT,expression,0.05464361235499382,1,0.02
meth:CCL13,methylation,0.05460452957389255,15,0.3
expr:EYS,expression,0.05456935428082943,2,0.04
meth:TTC22,methylation,0.053861938416957855,3,0.06
expr:FEZ1,expression,0.05347489413805306,25,0.5
expr:ATF7-NPFF,expression,0.05331768840551376,1,0.02
expr:GLDC,expression,0.05325797378855686,26,0.52
meth:GP6,methylation,0.05290474908958588,7,0.14
expr:SMYD3,expression,0.05267752707004547,1,0.02
expr:TPD52L1,expression,0.052206020802259445,1,0.02
expr:HSFX1,expression,0.05186278838664293,2,0.04
meth:PNPLA1,methylation,0.05176433336544925,26,0.52
expr:TNNI3,expression,0.051215110113844275,20,0.4
expr:NBL1,expression,0.05116361541920068,17,0.34
expr:SCD,expression,0.05024103177035408,31,0.62
expr:KLHDC7B,expression,0.050051114670085634,11,0.22
expr:ELOVL7,expression,0.050007456015529375,14,0.28
expr:ACBD7,expression,0.04959198459982872,1,0.02
expr:PNMA8A,expression,0.049308039247989655,1,0.02
meth:PRSS1,methylation,0.04877615446009888,26,0.52
expr:PCDHA11,expression,0.048636379092931746,10,0.2
expr:CBARP,expression,0.04854795685969293,4,0.08
expr:SNTG1,expression,0.048331660883767266,7,0.14
expr:CA14,expression,0.04788408428430557,2,0.04
meth:MIR1284,methylation,0.047617466950323435,50,1.0
meth:C21orf56,methylation,0.047231818394114576,12,0.24
expr:OPN4,expression,0.04719291627407074,7,0.14
meth:HIST1H2AH,methylation,0.04671644548546861,11,0.22
expr:TTC9B,expression,0.046402834355831146,1,0.02
expr:GRIK1,expression,0.04468174154559771,3,0.06
meth:ADAM29,methylation,0.044218357652425766,2,0.04
expr:H1-5,expression,0.044194020330905914,1,0.02
expr:COL21A1,expression,0.04415885731577873,1,0.02
expr:SEZ6L2,expression,0.04388080865073089,13,0.26
meth:ECM1,methylation,0.04329912651640674,24,0.48
meth:WT1,methylation,0.04319157307535144,21,0.42
expr:CYP24A1,expression,0.04315050362298886,15,0.3
expr:CXXC4,expression,0.04271855171431194,11,0.22
expr:CRLF1,expression,0.0425842871987506,38,0.76
expr:TMEM121,expression,0.04243363154819235,4,0.08
expr:ZNF98,expression,0.04229937493801117,2,0.04
expr:PMEPA1,expression,0.042175354569086006,7,0.14
expr:SMN2,expression,0.04196528672596637,26,0.52
meth:RBM46,methylation,0.04178618095951,24,0.48
expr:HMGN5,expression,0.04153376771137118,2,0.04
meth:OR5E1P,methylation,0.04026386886835098,1,0.02
expr:NIM1K,expression,0.040107364184223115,2,0.04
meth:HS3ST3B1,methylation,0.04006277211010456,2,0.04
clin:stage,clinical,0.039782301867380736,50,1.0
meth:KRTAP10-1,methylation,0.03975987061858177,2,0.04
meth:EIF3G,methylation,0.0393645255966112,50,1.0
meth:RNF183,methylation,0.03922584389802068,50,1.0
expr:RAB34,expression,0.03914040687959641,4,0.08
meth:DPY19L2P4,methylation,0.03856612338374058,9,0.18
expr:PKLR,expression,0.0385151244699955,1,0.02
meth:XKR6,methylation,0.03841961547732353,2,0.04
meth:NTM,methylation,0.038407307118177414,1,0.02
expr:SUSD5,expression,0.0383538119494915,1,0.02
expr:MAB21L3,expression,0.038124451899955815,17,0.34
expr:CECR2,expression,0.037632870798309646,3,0.06
expr:DDX43,expression,0.03722203616052866,4,0.08
expr:WNT9A,expression,0.036642298102378845,1,0.02
meth:CALML5,methylation,0.03619107647798955,50,1.0
expr:THRSP,expression,0.03605024872693974,39,0.78
expr:MUC5AC,expression,0.0360145578160882,2,0.04
meth:OR10G9,methylation,0.03597615659236908,1,0.02
meth:C2orf27B,methylation,0.035767508670687675,4,0.08
expr:NANOS3,expression,0.03576567396521568,1,0.02
meth:ZNF132,methylation,0.03573056228342466,10,0.2
expr:CLU,expression,0.03566194698214531,1,0.02
meth:PCDHB9,methylation,0.03555587606388144,8,0.16
expr:FAM166B,expression,0.035513701502085576,44,0.88
expr:NYNRIN,expression,0.035111796110868454,1,0.02
meth:HSPA7,methylation,0.03499458326647679,6,0.12
meth:MMP20,methylation,0.034924091455260556,42,0.84
expr:PRSS21,expression,0.034838246181607246,2,0.04
meth:PLCZ1,methylation,0.034777224878780544,4,0.08
expr:UNC119B,expression,0.03471623817458749,5,0.1
expr:HAS3,expression,0.03457868844270706,1,0.02
meth:C13orf16,methylation,0.034470157274525896,46,0.92
expr:DGKB,expression,0.03421173860657622,11,0.22
expr:ASIC1,expression,0.03419568528188392,50,1.0
meth:TRIML1,methylation,0.034164821108182274,3,0.06
meth:LOC100101938,methylation,0.03411749075166881,2,0.04
meth:DLGAP1,methylation,0.033951468765735626,1,0.02
meth:ZFP37,methylation,0.0336621263595589,16,0.32
expr:GSTM1,expression,0.03353128777063616,34,0.68
expr:FAIM2,expression,0.03327019505668431,10,0.2
meth:HRG,methylation,0.032977357506752014,6,0.12
expr:SGPP1,expression,0.03296312327600188,9,0.18
expr:CAPS,expression,0.032785423143650405,12,0.24
expr:RAET1E,expression,0.032703678511704005,12,0.24
meth:BEND5,methylation,0.03266140106799347,14,0.28
meth:ABO,methylation,0.03255971521139145,1,0.02
expr:LRRC3,expression,0.032396348635190905,49,0.98
meth:KCNQ1OT1,methylation,0.032381812343373895,4,0.08
expr:HSD17B14,expression,0.032295626222289035,7,0.14
meth:C1QL3,methylation,0.03211487756925635,4,0.08
expr:SASH1,expression,0.03208686038851738,1,0.02
meth:C15orf23,methylation,0.03206568130085038,45,0.9
expr:RIMKLA,expression,0.031743141279245414,3,0.06
meth:TAS2R19,methylation,0.031477751069663405,48,0.96
expr:RGS2,expression,0.031344213709235194,15,0.3
expr:H3-2,expression,0.03128640801878646,4,0.08
expr:PAX6,expression,0.031213859227446326,47,0.94
expr:S100A4,expression,0.03118128329515457,1,0.02
meth:FAM24B,methylation,0.03112137143034488,4,0.08
expr:EFCAB3,expression,0.031067187647120312,13,0.26
expr:NR4A3,expression,0.030883434247605656,49,0.98
expr:DNAH17,expression,0.03081958688562736,8,0.16
meth:LENEP,methylation,0.030707095358520745,50,1.0
expr:TRIM9,expression,0.0304698683321476,2,0.04
expr:XIRP1,expression,0.03045468873001243,19,0.38
expr:PCDHA9,expression,0.03018780601107412,18,0.36
meth:STXBP5L,methylation,0.03000630598204831,15,0.3
expr:CDH20,expression,0.029985923320055008,1,0.02
expr:CPA6,expression,0.02996072199727808,7,0.14
expr:TNFSF11,expression,0.029946016140884775,17,0.34
expr:GJC2,expression,0.029742540791630745,3,0.06
expr:IFNG,expression,0.029670488108725596,48,0.96
meth:CAPZA3,methylation,0.029446939006447792,4,0.08
expr:HHLA2,expression,0.02926257229410112,4,0.08
expr:CPZ,expression,0.02908390574157238,1,0.02
expr:H3C13,expression,0.02898564375936985,6,0.12
expr:GPRC5D,expression,0.028930985861613103,30,0.6
expr:P3H3,expression,0.02886205760296434,21,0.42
expr:MT-ND4L,expression,0.028654458085921677,11,0.22
expr:TRIM67,expression,0.028414248023182154,8,0.16
expr:C21orf62,expression,0.0277093555778265,1,0.02
expr:SLC9A3,expression,0.027664633195048995,35,0.7
expr:FABP7,expression,0.02766164830869197,14,0.28
expr:AQP3,expression,0.027651469888431684,7,0.14
meth:MIR99B,methylation,0.0274263387647174,23,0.46
meth:TRIM68,methylation,0.027283662604168056,5,0.1
expr:LY6H,expression,0.027280497565610153,31,0.62
expr:GRIP1,expression,0.02725476399064064,1,0.02
meth:HIST1H1B,methylation,0.0271147470921278,1,0.02
expr:KRT16,expression,0.02706027962267399,1,0.02
meth:HIST1H4E,methylation,0.026924535632133484,1,0.02
meth:DOCK9,methylation,0.026767784990370275,50,1.0
expr:NOG,expression,0.026720652356743813,1,0.02
expr:TMPRSS9,expression,0.026702333843180288,6,0.12
expr:PAQR8,expression,0.026697220190221235,18,0.36
expr:PCDHA12,expression,0.02665158035233617,4,0.08
expr:P2RX6,expression,0.02655213126646621,7,0.14
expr:SEC16B,expression,0.026460182395142813,15,0.3
meth:DYRK1B,methylation,0.026421694085001945,6,0.12
meth:TNXB,methylation,0.026378952917091702,49,0.98
expr:CACNA1H,expression,0.026066970080137253,1,0.02
meth:PLCD1,methylation,0.026048064073880335,14,0.28
expr:PTRH1,expression,0.025869816541671753,1,0.02
expr:ACY3,expression,0.02577420473098755,5,0.1
expr:AC021087.5,expression,0.02575204184410186,39,0.78
meth:DDI1,methylation,0.025670954957604408,2,0.04
expr:PKNOX2,expression,0.025642836466431618,3,0.06
expr:PITX2,expression,0.02552205229876563,5,0.1
expr:GGN,expression,0.02496471523772925,4,0.08
meth:MAML2,methylation,0.024725699424743654,5,0.1
expr:GMPR,expression,0.02469422124947111,6,0.12
expr:RASGRP1,expression,0.024609447122511872,47,0.94
expr:HLA-DQB2,expression,0.02444931048024767,29,0.58
meth:ALPL,methylation,0.02422880855473605,11,0.22
meth:GCNT2,methylation,0.024181468174387905,23,0.46
meth:ZFP90,methylation,0.024049265858983353,7,0.14
expr:WFDC1,expression,0.024045832455158234,1,0.02
meth:SLC6A2,methylation,0.02402180666103959,2,0.04
meth:CEACAM4,methylation,0.024017593435322244,12,0.24
meth:ASAP1IT1,methylation,0.02389762663282454,50,1.0
meth:RNF20,methylation,0.023882966488599777,2,0.04
meth:HLA-DPB1,methylation,0.023841059999540448,2,0.04
meth:C13orf39,methylation,0.023797847738023847,2,0.04
meth:C5orf23,methylation,0.023584727896377444,4,0.08
meth:SSC5D,methylation,0.023568013643380254,50,1.0
expr:SLFN14,expression,0.023401202633976936,1,0.02
expr:REELD1,expression,0.02336067520081997,2,0.04
expr:TMDD1,expression,0.023257160442881286,8,0.16
meth:LILRP2,methylation,0.023018477484583855,1,0.02
meth:NKX2-6,methylation,0.022994336129481634,31,0.62
expr:FBXO27,expression,0.02293762759022091,23,0.46
expr:DACT2,expression,0.02290603819374855,13,0.26
expr:ACSF2,expression,0.022824039189144968,50,1.0
expr:TNFRSF13C,expression,0.022736999904736876,6,0.12
expr:AL357673.1,expression,0.022729971225811007,29,0.58
meth:NNMT,methylation,0.02263767085969448,1,0.02
expr:UCP2,expression,0.022510981187224388,1,0.02
expr:RHOV,expression,0.02248922281080123,33,0.66
expr:ST6GALNAC4,expression,0.022397327523988982,15,0.3
meth:C1QTNF9B,methylation,0.02230968582443893,7,0.14
meth:TMED9,methylation,0.02221156262559816,50,1.0
meth:PCDHGB5,methylation,0.022198034815065673,34,0.68
expr:SYT3,expression,0.0221716844576544,7,0.14
meth:DDN,methylation,0.022150749630118545,37,0.74
meth:HOXB2,methylation,0.022147491574287415,1,0.02
expr:ECHDC1,expression,0.022104853205382823,15,0.3
expr:FAM178B,expression,0.02198788896203041,1,0.02
meth:ASPDH,methylation,0.021973393857479095,1,0.02
expr:FAM160A1,expression,0.021949424874037504,2,0.04
expr:CCDC9B,expression,0.021842914208536967,50,1.0
expr:DUOX1,expression,0.02175966332953899,47,0.94
expr:FKBP5,expression,0.021649071111044447,28,0.56
expr:GASK1A,expression,0.021629879251122475,2,0.04
expr:S100A6,expression,0.0216149626407636,41,0.82
meth:HEATR4,methylation,0.021611591801047325,1,0.02
expr:C4orf50,expression,0.02148527199298971,9,0.18
meth:CCL1,methylation,0.021446202953274433,13,0.26
expr:UNC79,expression,0.0213407695206115,40,0.8
expr:ERFE,expression,0.021206635017879307,50,1.0
expr:MMP3,expression,0.0211961823515594,2,0.04
expr:COL19A1,expression,0.02116866075850435,19,0.38
meth:HOXC8,methylation,0.021079275590766753,7,0.14
expr:PCDHB9,expression,0.02083106167629012,32,0.64
expr:ASB9,expression,0.020829613154221858,7,0.14
expr:SERPINA3,expression,0.020797458477318287,4,0.08
expr:MC1R,expression,0.020689224746699136,12,0.24
expr:LEXM,expression,0.020662213559262455,2,0.04
expr:VIL1,expression,0.020656025037169456,1,0.02
meth:SAMD9,methylation,0.02060884889215231,3,0.06
expr:PITPNM3,expression,0.020532682063058017,50,1.0
meth:PPP1R2P3,methylation,0.020408659242093563,3,0.06
meth:GLDC,methylation,0.020323489792644978,5,0.1
expr:LPAR1,expression,0.020214982330799103,3,0.06
meth:PHOSPHO1,methylation,0.02018828908654137,9,0.18
expr:NOL4,expression,0.02018543239682913,2,0.04
expr:TMEM92,expression,0.020161766498147146,46,0.92
meth:ACOX2,methylation,0.02014298166614026,4,0.08
meth:LCN1,methylation,0.020106182996338855,3,0.06
expr:LEFTY1,expression,0.01994514331454411,12,0.24
expr:SCG5,expression,0.019938490103716806,24,0.48
expr:KCNJ2,expression,0.019895829260349274,1,0.02
meth:KCNG2,methylation,0.019864624366164207,1,0.02
expr:SNX32,expression,0.019695870578289032,1,0.02
meth:VAV3,methylation,0.019655630850282154,38,0.76
expr:CD163L1,expression,0.01962960006382603,13,0.26
expr:HES7,expression,0.01950143091380596,2,0.04
expr:CCL25,expression,0.019437649054452777,2,0.04
meth:S100Z,methylation,0.019408858800306916,5,0.1
expr:MAPK12,expression,0.01935854762792587,25,0.5
meth:DERL3,methylation,0.019307944749016315,12,0.24
expr:ZNF285,expression,0.019274128368124366,2,0.04
meth:RBM11,methylation,0.019249223998155107,22,0.44
expr:VSX1,expression,0.01924210716970265,3,0.06
expr:PTPRU,expression,0.01918819732964039,1,0.02
meth:WTIP,methylation,0.01906389882788062,2,0.04
expr:DISP2,expression,0.019030507550121763,37,0.74
meth:PSMA8,methylation,0.018980954041970626,7,0.14
expr:VEPH1,expression,0.018824229016900063,1,0.02
expr:CDHR1,expression,0.018775990853706997,3,0.06
meth:HOXD12,methylation,0.018719252257142216,12,0.24
meth:UMOD,methylation,0.018709542005895995,13,0.26
meth:LOC619207,methylation,0.018707370664924384,15,0.3
expr:PAK6,expression,0.018651646038051695,16,0.32
expr:GSTT2B,expression,0.01864834701215538,21,0.42
meth:SNPH,methylation,0.018519599495145183,3,0.06
meth:CDSN,methylation,0.018500516889616847,3,0.06
expr:FGF13,expression,0.01848696544766426,1,0.02
meth:AOC2,methylation,0.01848651534412056,50,1.0
meth:SPOCK3,methylation,0.018432336684782058,2,0.04
meth:TMEM108,methylation,0.018396911770105363,5,0.1
expr:PPP4R4,expression,0.018386948364189803,39,0.78
meth:HPDL,methylation,0.018375319682116455,17,0.34
expr:AP003071.5,expression,0.018287378285701077,12,0.24
meth:RAB5A,methylation,0.018246701101306825,50,1.0
meth:JAM2,methylation,0.018188527319580317,4,0.08
expr:MTUS2,expression,0.01812381059725714,17,0.34
expr:NAMPT,expression,0.01811501756310463,1,0.02
meth:SLC2A4RG,methylation,0.018064947022746008,3,0.06
meth:GAST,methylation,0.018049336969852448,1,0.02
meth:APLNR,methylation,0.018004045200844605,3,0.06
meth:DEFA6,methylation,0.017979440977796912,2,0.04
expr:SLC15A3,expression,0.01789964735507965,1,0.02
expr:CSPG4,expression,0.017875028681010006,5,0.1
expr:GATM,expression,0.017860410757543098,31,0.62
meth:FBLN7,methylation,0.01785222503046195,3,0.06
expr:GPR65,expression,0.01779632642865181,2,0.04
clin:age,clinical,0.01773135721232393,40,0.8
meth:ABCB1,methylation,0.01767403446137905,2,0.04
expr:SGCG,expression,0.0176350649902209,48,0.96
meth:OR4K13,methylation,0.01759244970485775,18,0.36
expr:SCN10A,expression,0.01753099262714386,1,0.02
expr:IL18,expression,0.01748719811439514,1,0.02
meth:KIAA1239,methylation,0.017445875957491808,4,0.08
meth:GJC2,methylation,0.01743235003319569,50,1.0
meth:LOC729020,methylation,0.017344143202838797,3,0.06
expr:AGBL1,expression,0.01733633503317833,3,0.06
meth:LOC149134,methylation,0.017326112720184028,6,0.12
meth:PPP2R4,methylation,0.01725930117536336,20,0.4
meth:PATE1,methylation,0.017226234078407288,1,0.02
meth:MIR1537,methylation,0.01720981070189737,50,1.0
expr:PCDH10,expression,0.017202336753073793,13,0.26
meth:OR8U1,methylation,0.0172002263824214,27,0.54
expr:SH3BGR,expression,0.01718648336827755,1,0.02
meth:WNT16,methylation,0.017178554087877274,1,0.02
expr:FLRT3,expression,0.01702388166449964,6,0.12
expr:ACSS3,expression,0.017012385404086672,18,0.36
expr:F12,expression,0.0170089549777147,38,0.76
expr:APC2,expression,0.016919878145147647,21,0.42
meth:MIR194-1,methylation,0.016854187752345973,33,0.66
expr:ODF3L2,expression,0.016832409863127396,12,0.24
meth:ZNF285A,methylation,0.016809425006310146,3,0.06
meth:MIR107,methylation,0.016786583850028902,39,0.78
expr:PNCK,expression,0.01676992700857565,43,0.86
expr:PCDHB16,expression,0.01658678986132145,1,0.02
meth:ID2B,methylation,0.016581792384386063,2,0.04
expr:RAET1G,expression,0.016550778251257725,32,0.64
expr:POU1F1,expression,0.01652460601180792,20,0.4
meth:FAM115A,methylation,0.016473319337819703,20,0.4
expr:MAB21L4,expression,0.016453446820378304,1,0.02
expr:PHLDA1,expression,0.01639625383540988,4,0.08
meth:TULP1,methylation,0.016369014978408813,1,0.02
expr:RFPL2,expression,0.016333578154444695,1,0.02
meth:HSPC157,methylation,0.016302665520925075,6,0.12
expr:HECW1,expression,0.016281157732009888,2,0.04
expr:NRXN1,expression,0.01628004847560078,25,0.5
expr:IQCN,expression,0.01627736152042825,49,0.98
meth:SPINK8,methylation,0.016110521538749985,23,0.46
expr:MYH7,expression,0.016067324159666895,10,0.2
expr:CCDC181,expression,0.016060161042130656,9,0.18
meth:SHISA9,methylation,0.01605761982500553,1,0.02
expr:SLC15A2,expression,0.01598429773002863,8,0.16
expr:PCDH1,expression,0.015975788235664368,3,0.06
expr:QSOX1,expression,0.01593554982294639,15,0.3
expr:TCF7L2,expression,0.01591916820213485,39,0.78
expr:STAP1,expression,0.015902256116300743,47,0.94
expr:PRDM12,expression,0.01588704690901919,47,0.94
meth:TTC39A,methylation,0.015863513574004173,1,0.02
expr:ETS1,expression,0.015858065499924124,20,0.4
meth:FLJ37543,methylation,0.015790042089065537,8,0.16
expr:ACSM2A,expression,0.01578056731610559,50,1.0
meth:CHRNB2,methylation,0.015751536935567856,3,0.06
meth:PITX2,methylation,0.015748738567344843,30,0.6
meth:WRB,methylation,0.015726355835795403,1,0.02
expr:KCNK2,expression,0.015697645605541766,8,0.16
meth:KHNYN,methylation,0.015541481226682663,5,0.1
expr:PTCHD4,expression,0.015529381732145945,3,0.06
expr:SYN3,expression,0.0155055639334023,2,0.04
expr:PSCA,expression,0.01546903411773118,22,0.44
expr:ABCA10,expression,0.015438131394330413,50,1.0
expr:SPATA32,expression,0.015418956452049316,10,0.2
meth:LOC100133991,methylation,0.01538126498053316,20,0.4
meth:TFAP2D,methylation,0.01535974744183477,8,0.16
meth:ZDHHC1,methylation,0.015352939022704959,3,0.06
expr:H3C6,expression,0.015349660068750381,1,0.02
expr:PLA2G6,expression,0.015226529911160469,1,0.02
meth:TRIOBP,methylation,0.01517972070723772,1,0.02
expr:ACKR2,expression,0.015166454017162323,3,0.06
meth:S100A6,methylation,0.015145539538934827,7,0.14
meth:RPSAP9,methylation,0.01514525432139635,1,0.02
meth:ABCA1,methylation,0.015126479307655245,50,1.0
expr:RCSD1,expression,0.015116658806800843,5,0.1
expr:TAC4,expression,0.01506088288953981,37,0.74
meth:DBX2,methylation,0.015036985433350006,24,0.48
meth:RNASE1,methylation,0.014918841088656336,50,1.0
expr:SDK2,expression,0.014899817295372486,1,0.02
expr:GATD3B,expression,0.014889547717757523,4,0.08
meth:CYP1B1,methylation,0.014854299370199442,12,0.24
meth:TMEM195,methylation,0.014847600795328618,50,1.0
expr:ST6GALNAC6,expression,0.014825657207984478,40,0.8
meth:MYCNOS,methylation,0.014804660168010741,8,0.16
meth:CRISPLD2,methylation,0.014803855432843675,49,0.98
meth:ASPHD1,methylation,0.014772955030471517,26,0.52
expr:TRPM2,expression,0.014760203438582925,49,0.98
meth:NMU,methylation,0.014741173446444529,7,0.14
meth:ANKRD33,methylation,0.01473883562721312,6,0.12
expr:MACROD1,expression,0.014635969884693623,2,0.04
meth:MIR567,methylation,0.014619406312704086,2,0.04
expr:LYST,expression,0.014611259109288868,36,0.72
expr:ZNF385C,expression,0.01458708815043792,5,0.1
meth:PLA2G3,methylation,0.014581129089121384,49,0.98
expr:SLC11A1,expression,0.01455218787305057,4,0.08
meth:RBM9,methylation,0.014527616401513418,3,0.06
meth:DOCK2,methylation,0.014521552730487504,30,0.6
expr:ENDOG,expression,0.01446970651159063,4,0.08
meth:OR52I2,methylation,0.01444707065820694,1,0.02
expr:FAM72D,expression,0.014437040033762491,38,0.76
meth:LOC90784,methylation,0.014430821672754569,18,0.36
expr:RCOR2,expression,0.014395370588172227,50,1.0
meth:ADAMTS5,methylation,0.014373109675943851,2,0.04
meth:TCN2,methylation,0.014357839711010456,1,0.02
expr:GNB3,expression,0.014341991782809297,9,0.18
meth:KLHL35,methylation,0.014340431507055959,6,0.12
expr:TACR2,expression,0.01431981474161148,2,0.04
expr:SLC9A6,expression,0.014273360604420304,6,0.12
expr:SRXN1,expression,0.014172364103918275,6,0.12
meth:ATP2A1,methylation,0.01410138054500119,39,0.78
meth:KRTAP12-4,methylation,0.014085787115618587,2,0.04
expr:CDK12,expression,0.01408438477665186,1,0.02
expr:L3MBTL1,expression,0.014076396822929382,1,0.02
meth:IGFBPL1,methylation,0.01402583433729079,9,0.18
meth:CRIP1,methylation,0.013952651061117649,2,0.04
meth:MIR585,methylation,0.01393396221101284,1,0.02
expr:LHFPL3,expression,0.013904601335525513,4,0.08
expr:MRLN,expression,0.013888809084892272,5,0.1
meth:LIMCH1,methylation,0.013859933589119465,50,1.0
expr:RAB3IP,expression,0.013852408534148708,4,0.08
meth:ALPK2,methylation,0.013838519514335887,23,0.46
expr:NIPAL4,expression,0.0138322114944458,1,0.02
expr:ERAP2,expression,0.01382046001913779,47,0.94
expr:KCNQ5,expression,0.013755164109170437,2,0.04
expr:SERPINB2,expression,0.013740282308740111,13,0.26
expr:C4orf19,expression,0.013737658556582856,29,0.58
meth:CHL1,methylation,0.01373457036485585,12,0.24
meth:GOLSYN,methylation,0.013685707002878189,1,0.02
meth:ZNF426,methylation,0.013672912260517478,4,0.08
meth:RAB37,methylation,0.01367281936109066,2,0.04
meth:SPRED2,methylation,0.013664090281818062,50,1.0
expr:SKIDA1,expression,0.013622778002172709,7,0.14
expr:CYB5R2,expression,0.013608269998803735,10,0.2
meth:SLC38A8,methylation,0.013579762422014028,50,1.0
meth:SOBP,methylation,0.013574100862671103,9,0.18
meth:NPB,methylation,0.013561378803569824,20,0.4
meth:CCDC153,methylation,0.013552477583289146,2,0.04
meth:OR4F5,methylation,0.013518845662474632,2,0.04
expr:ITGA2,expression,0.013496963307261467,1,0.02
expr:DNAJC6,expression,0.013445240445435047,2,0.04
expr:CKB,expression,0.013431392534745528,34,0.68
meth:WFDC1,methylation,0.013420636018149947,19,0.38
expr:H4C2,expression,0.013402625918388367,1,0.02
expr:TMEM52,expression,0.013327092630788684,4,0.08
expr:FAM216B,expression,0.013324837330617897,21,0.42
expr:AJM1,expression,0.013305876692100309,39,0.78
expr:PANX2,expression,0.01329621346667409,7,0.14
meth:KCNQ3,methylation,0.013290186396001704,7,0.14
expr:CD14,expression,0.013286085845902563,5,0.1
expr:PNPLA3,expression,0.013273372998810373,4,0.08
meth:STMN3,methylation,0.013266237475909293,5,0.1
meth:AMPH,methylation,0.013231641956649366,21,0.42
meth:FIGNL1,methylation,0.013225129063357599,16,0.32
expr:MTMR8,expression,0.013210391998291016,5,0.1
expr:SLC27A6,expression,0.013088352978229523,2,0.04
meth:ZFP28,methylation,0.013056793250143528,1,0.02
meth:MICALCL,methylation,0.013054497999837622,50,1.0
expr:MYBPC1,expression,0.013026434425476262,44,0.88
meth:A2ML1,methylation,0.013017254816368222,50,1.0
meth:LRRC67,methylation,0.013006949797272682,2,0.04
meth:ALOX5,methylation,0.012998000141773705,14,0.28
expr:EGFL7,expression,0.012985863981561529,9,0.18
meth:NKX2-2,methylation,0.012982293963432312,4,0.08
meth:CAPN8,methylation,0.01288380566984415,2,0.04
meth:HOXD1,methylation,0.012873410247266293,1,0.02
meth:SLC6A7,methylation,0.012872477461184775,7,0.14
expr:XG,expression,0.012871609069406986,7,0.14
expr:SRRM3,expression,0.01284190391500791,3,0.06
meth:C12orf69,methylation,0.012837712652981281,1,0.02
expr:BTN1A1,expression,0.012793180843194326,3,0.06
expr:ADGRG1,expression,0.01279073374763388,29,0.58
expr:ZNF775,expression,0.012786643113940954,4,0.08
expr:CYP4F3,expression,0.012782183475792408,1,0.02
meth:RBP2,methylation,0.012735901060514152,50,1.0
expr:IGFBP1,expression,0.012730304151773453,1,0.02
meth:LECT1,methylation,0.012690252740867436,2,0.04
expr:IRS4,expression,0.012665616814047098,14,0.28
expr:MAGIX,expression,0.012581588700413704,5,0.1
meth:GDPD3,methylation,0.012565822655554204,17,0.34
expr:TGM5,expression,0.012528929704179367,6,0.12
expr:ODC1,expression,0.012489708639415247,42,0.84
expr:GPR78,expression,0.01248670262363951,44,0.88
meth:GZMM,methylation,0.012464811741004021,44,0.88
meth:PCDHGA9,methylation,0.012440351024270057,10,0.2
