panel_size,rank,feature,block,gene,fold_selection_frequency
500,255,meth:CDK14,meth,CDK14,0.58
500,256,meth:USP47,meth,USP47,0.58
500,257,meth:RNF133,meth,RNF133,0.58
500,258,meth:FREQ,meth,FREQ,0.58
500,259,expr:PGLYRP2,expr,PGLYRP2,0.58
500,260,meth:UNC93B1,meth,UNC93B1,0.58
500,261,meth:MAB21L1,meth,MAB21L1,0.58
500,262,meth:C12orf77,meth,C12orf77,0.58
500,263,meth:KRT33A,meth,KRT33A,0.58
500,264,meth:LAMB3,meth,LAMB3,0.58
500,265,meth:PLA2G4D,meth,PLA2G4D,0.56
500,266,meth:LRP2BP,meth,LRP2BP,0.56
500,267,expr:PDE6C,expr,PDE6C,0.56
500,268,meth:MIR365-2,meth,MIR365-2,0.56
500,269,meth:ZFATAS,meth,ZFATAS,0.56
500,270,expr:CEL,expr,CEL,0.56
500,271,meth:GFPT1,meth,GFPT1,0.56
500,272,expr:SLURP1,expr,SLURP1,0.56
500,273,meth:PBXIP1,meth,PBXIP1,0.56
500,274,meth:PRAME,meth,PRAME,0.56
500,275,meth:FAM102A,meth,FAM102A,0.56
500,276,expr:XCR1,expr,XCR1,0.56
500,277,expr:EMCN,expr,EMCN,0.56
500,278,expr:LCN1,expr,LCN1,0.56
500,279,meth:C1orf180,meth,C1orf180,0.56
500,280,expr:CD79A,expr,CD79A,0.56
500,281,expr:STEAP2,expr,STEAP2,0.56
500,282,meth:SLC6A6,meth,SLC6A6,0.54
500,283,meth:SLC5A11,meth,SLC5A11,0.54
500,284,expr:THEMIS,expr,THEMIS,0.54
500,285,meth:HAMP,meth,HAMP,0.54
500,286,expr:CCL21,expr,CCL21,0.54
500,287,expr:CHPT1,expr,CHPT1,0.54
500,288,meth:MIR338,meth,MIR338,0.54
500,289,expr:SLC14A1,expr,SLC14A1,0.54
500,290,meth:C9orf98,meth,C9orf98,0.54
500,291,expr:STX11,expr,STX11,0.54
500,292,meth:PLEKHA6,meth,PLEKHA6,0.54
500,293,meth:KERA,meth,KERA,0.54
500,294,meth:C6orf191,meth,C6orf191,0.54
500,295,meth:GRIK2,meth,GRIK2,0.54
500,296,expr:ZNF649,expr,ZNF649,0.52
500,297,meth:C14orf139,meth,C14orf139,0.52
500,298,meth:CPNE6,meth,CPNE6,0.52
500,299,expr:ABCD2,expr,ABCD2,0.52
500,300,expr:CCNG2,expr,CCNG2,0.52
500,301,meth:TAS2R19,meth,TAS2R19,0.52
500,302,expr:ERAP2,expr,ERAP2,0.52
500,303,meth:KRTAP5-9,meth,KRTAP5-9,0.52
500,304,meth:DNMT3L,meth,DNMT3L,0.52
500,305,meth:COL17A1,meth,COL17A1,0.52
500,306,meth:BST2,meth,BST2,0.52
500,307,meth:LRRC55,meth,LRRC55,0.52
500,308,meth:NDUFS2,meth,NDUFS2,0.52
500,309,expr:TTC36,expr,TTC36,0.52
500,310,meth:ITGB4,meth,ITGB4,0.52
500,311,expr:TMEM45A,expr,TMEM45A,0.52
500,312,expr:SYCP3,expr,SYCP3,0.52
500,313,meth:CD36,meth,CD36,0.52
500,314,meth:TRPV3,meth,TRPV3,0.52
500,315,expr:PGBD5,expr,PGBD5,0.52
500,316,expr:EGR2,expr,EGR2,0.52
500,317,expr:SDCBP2,expr,SDCBP2,0.52
500,318,meth:HGFAC,meth,HGFAC,0.5
500,319,meth:GPR97,meth,GPR97,0.5
500,320,expr:RBM11,expr,RBM11,0.5
500,321,expr:IL33,expr,IL33,0.5
500,322,meth:SPIC,meth,SPIC,0.5
500,323,expr:SLC23A1,expr,SLC23A1,0.5
500,324,meth:TCP10L,meth,TCP10L,0.5
500,325,meth:GCNT3,meth,GCNT3,0.5
500,326,expr:ETV4,expr,ETV4,0.5
500,327,expr:PLXNB3,expr,PLXNB3,0.5
500,328,expr:DBX2,expr,DBX2,0.5
500,329,expr:UNC93A,expr,UNC93A,0.5
500,330,expr:IL6ST,expr,IL6ST,0.5
500,331,meth:LOC440957,meth,LOC440957,0.5
500,332,expr:L1CAM,expr,L1CAM,0.5
500,333,meth:CTNND1,meth,CTNND1,0.48
500,334,expr:TMEM156,expr,TMEM156,0.48
500,335,expr:PTGER3,expr,PTGER3,0.48
500,336,meth:NCCRP1,meth,NCCRP1,0.48
500,337,expr:PLAAT1,expr,PLAAT1,0.48
500,338,meth:GZMM,meth,GZMM,0.48
500,339,expr:CTSV,expr,CTSV,0.48
500,340,meth:GTF2IRD1,meth,GTF2IRD1,0.48
500,341,meth:CCDC86,meth,CCDC86,0.48
500,342,expr:ABI3BP,expr,ABI3BP,0.48
500,343,expr:APOBEC3G,expr,APOBEC3G,0.48
500,344,expr:RHO,expr,RHO,0.48
500,345,meth:CCL7,meth,CCL7,0.48
500,346,expr:CLIC2,expr,CLIC2,0.48
500,347,meth:C15orf52,meth,C15orf52,0.48
500,348,meth:C10orf110,meth,C10orf110,0.48
500,349,meth:CA9,meth,CA9,0.48
500,350,expr:BLK,expr,BLK,0.48
500,351,expr:MYBPC1,expr,MYBPC1,0.48
500,352,meth:RAPSN,meth,RAPSN,0.48
500,353,meth:PDE7B,meth,PDE7B,0.46
500,354,meth:PRKD3,meth,PRKD3,0.46
500,355,expr:GIMAP7,expr,GIMAP7,0.46
500,356,expr:CCL22,expr,CCL22,0.46
500,357,expr:CD226,expr,CD226,0.46
500,358,meth:DKK4,meth,DKK4,0.46
500,359,meth:ADHFE1,meth,ADHFE1,0.46
500,360,meth:PRHOXNB,meth,PRHOXNB,0.46
500,361,meth:ANGPT2,meth,ANGPT2,0.46
500,362,expr:F2RL2,expr,F2RL2,0.46
500,363,meth:MIR1276,meth,MIR1276,0.46
500,364,meth:ABCC13,meth,ABCC13,0.46
500,365,expr:RIPK3,expr,RIPK3,0.44
500,366,meth:PRKAG3,meth,PRKAG3,0.44
500,367,meth:TGM5,meth,TGM5,0.44
500,368,meth:LIPI,meth,LIPI,0.44
500,369,expr:RASGRP1,expr,RASGRP1,0.44
500,370,expr:MBOAT1,expr,MBOAT1,0.44
500,371,meth:MTMR6,meth,MTMR6,0.44
500,372,meth:BEST2,meth,BEST2,0.44
500,373,expr:SCN7A,expr,SCN7A,0.44
500,374,meth:CHRNA10,meth,CHRNA10,0.44
500,375,expr:CHST6,expr,CHST6,0.44
500,376,expr:UBE2L6,expr,UBE2L6,0.44
500,377,meth:PCDHGA10,meth,PCDHGA10,0.44
500,378,expr:POU3F2,expr,POU3F2,0.44
500,379,meth:SLC9A10,meth,SLC9A10,0.44
500,380,expr:FCRL3,expr,FCRL3,0.44
500,381,meth:MFSD2A,meth,MFSD2A,0.44
500,382,meth:LRRN4CL,meth,LRRN4CL,0.44
500,383,expr:WNK4,expr,WNK4,0.44
500,384,expr:TMEM196,expr,TMEM196,0.44
500,385,expr:BTLA,expr,BTLA,0.44
500,386,meth:BOLA3,meth,BOLA3,0.44
500,387,expr:RGS20,expr,RGS20,0.44
500,388,meth:MYO15A,meth,MYO15A,0.42
500,389,expr:CDHR2,expr,CDHR2,0.42
500,390,meth:OR8S1,meth,OR8S1,0.42
500,391,expr:HYAL4,expr,HYAL4,0.42
500,392,meth:NRIP2,meth,NRIP2,0.42
500,393,meth:C1orf157,meth,C1orf157,0.42
500,394,meth:C22orf28,meth,C22orf28,0.42
500,395,meth:LOC100130933,meth,LOC100130933,0.42
500,396,meth:SNORD111B,meth,SNORD111B,0.42
500,397,expr:PPFIA3,expr,PPFIA3,0.42
500,398,expr:WLS,expr,WLS,0.42
500,399,expr:CLIC5,expr,CLIC5,0.42
500,400,meth:GHRH,meth,GHRH,0.42
500,401,meth:NCRNA00161,meth,NCRNA00161,0.42
500,402,expr:NCS1,expr,NCS1,0.42
500,403,expr:PRDM12,expr,PRDM12,0.42
500,404,expr:COL6A6,expr,COL6A6,0.4
500,405,expr:KCNIP1,expr,KCNIP1,0.4
500,406,expr:GSTM2,expr,GSTM2,0.4
500,407,meth:SELE,meth,SELE,0.4
500,408,expr:CYP4F12,expr,CYP4F12,0.4
500,409,meth:LOC93432,meth,LOC93432,0.4
500,410,meth:MIR199A1,meth,MIR199A1,0.4
500,411,expr:ARHGEF6,expr,ARHGEF6,0.4
500,412,expr:TESPA1,expr,TESPA1,0.4
500,413,meth:SCG5,meth,SCG5,0.4
500,414,meth:HIGD1C,meth,HIGD1C,0.4
500,415,expr:P2RY12,expr,P2RY12,0.4
500,416,meth:GALM,meth,GALM,0.4
500,417,expr:PLA2G10,expr,PLA2G10,0.4
500,418,meth:NCRNA00112,meth,NCRNA00112,0.4
500,419,expr:ACSM2B,expr,ACSM2B,0.4
500,420,meth:MTPAP,meth,MTPAP,0.4
500,421,meth:SNORD59B,meth,SNORD59B,0.4
500,422,expr:CAMK4,expr,CAMK4,0.4
500,423,meth:RBM47,meth,RBM47,0.38
500,424,meth:ITPRIPL2,meth,ITPRIPL2,0.38
500,425,meth:FAM13A,meth,FAM13A,0.38
500,426,expr:SIAH2,expr,SIAH2,0.38
500,427,expr:WNT3A,expr,WNT3A,0.38
500,428,expr:INPP4B,expr,INPP4B,0.38
500,429,expr:IFIT5,expr,IFIT5,0.38
500,430,meth:EMP1,meth,EMP1,0.38
500,431,meth:FAM12B,meth,FAM12B,0.38
500,432,expr:IFNG,expr,IFNG,0.38
500,433,expr:CNTD1,expr,CNTD1,0.38
500,434,expr:TPBGL,expr,TPBGL,0.38
500,435,meth:SNORA71C,meth,SNORA71C,0.38
500,436,meth:KSR1,meth,KSR1,0.38
500,437,expr:TNN,expr,TNN,0.38
500,438,meth:PCDHGA6,meth,PCDHGA6,0.38
500,439,meth:AMZ1,meth,AMZ1,0.38
500,440,expr:PROX2,expr,PROX2,0.38
500,441,expr:ALDH2,expr,ALDH2,0.38
500,442,meth:CST11,meth,CST11,0.38
500,443,meth:S100A3,meth,S100A3,0.38
500,444,expr:CD300LG,expr,CD300LG,0.38
500,445,expr:SP5,expr,SP5,0.38
500,446,meth:COL6A3,meth,COL6A3,0.38
500,447,meth:LGALS12,meth,LGALS12,0.38
500,448,meth:FOLR2,meth,FOLR2,0.38
500,449,expr:ITGAL,expr,ITGAL,0.38
500,450,meth:GPR56,meth,GPR56,0.38
500,451,meth:NR2E3,meth,NR2E3,0.38
500,452,meth:WHAMM,meth,WHAMM,0.36
500,453,meth:SMTNL1,meth,SMTNL1,0.36
500,454,meth:SLC13A1,meth,SLC13A1,0.36
500,455,meth:CAMKK1,meth,CAMKK1,0.36
500,456,expr:PRR7,expr,PRR7,0.36
500,457,meth:ZP1,meth,ZP1,0.36
500,458,expr:SAMD9L,expr,SAMD9L,0.36
500,459,expr:ADHFE1,expr,ADHFE1,0.36
500,460,expr:CREG2,expr,CREG2,0.36
500,461,meth:S100A1,meth,S100A1,0.36
500,462,expr:GPR78,expr,GPR78,0.36
500,463,meth:FANCA,meth,FANCA,0.36
500,464,expr:ITM2A,expr,ITM2A,0.36
500,465,meth:USP50,meth,USP50,0.36
500,466,meth:CSRNP3,meth,CSRNP3,0.36
500,467,expr:CDK5R1,expr,CDK5R1,0.36
500,468,meth:PLA2G3,meth,PLA2G3,0.36
500,469,meth:TAS2R46,meth,TAS2R46,0.36
500,470,expr:CELF4,expr,CELF4,0.36
500,471,meth:C5orf46,meth,C5orf46,0.36
500,472,meth:OPN1SW,meth,OPN1SW,0.36
500,473,meth:NACAP1,meth,NACAP1,0.36
500,474,meth:MIR623,meth,MIR623,0.36
500,475,meth:C13orf26,meth,C13orf26,0.36
500,476,meth:ABCB11,meth,ABCB11,0.36
500,477,meth:VCAM1,meth,VCAM1,0.36
500,478,meth:SIPA1L1,meth,SIPA1L1,0.34
500,479,meth:SFT2D3,meth,SFT2D3,0.34
500,480,expr:TMEM225B,expr,TMEM225B,0.34
500,481,meth:PPP1R16A,meth,PPP1R16A,0.34
500,482,meth:SORBS2,meth,SORBS2,0.34
500,483,meth:C2orf68,meth,C2orf68,0.34
500,484,meth:NRN1L,meth,NRN1L,0.34
500,485,meth:TREM1,meth,TREM1,0.34
500,486,meth:SELENBP1,meth,SELENBP1,0.34
500,487,expr:CACNG1,expr,CACNG1,0.34
500,488,meth:STOM,meth,STOM,0.34
500,489,expr:TMEM255A,expr,TMEM255A,0.34
500,490,expr:CLNK,expr,CLNK,0.34
500,491,meth:HDC,meth,HDC,0.34
500,492,meth:MRVI1,meth,MRVI1,0.34
500,493,expr:ADAMTS8,expr,ADAMTS8,0.34
500,494,expr:MAP2K6,expr,MAP2K6,0.34
500,495,meth:MIR1251,meth,MIR1251,0.34
500,496,meth:FAM167B,meth,FAM167B,0.34
500,497,meth:MMP20,meth,MMP20,0.34
500,498,meth:SNORD36C,meth,SNORD36C,0.34
500,499,expr:PARD3B,expr,PARD3B,0.34
500,500,meth:C2orf58,meth,C2orf58,0.34
